SYMBOL	DESCRIPTION	GENEBIOTYPE	ENTREZID	UNIPROTID	LENGTH	METABIOTYPE	logFC	logCPM	F	PValue	FDR
PHGDH	phosphoglycerate dehydrogenase	protein_coding	26227	O43175.216	9187	protein_coding	3.57112507755117	5.01687023451784	245.841823690327	1.17780177340004e-09	3.1222216344198e-07
SLC27A2	solute carrier family 27 member 2	protein_coding	11001	O14975.175	2792	protein_coding	1.79705171290767	4.74226917675882	243.373146300082	1.25167935258347e-09	3.14364806191373e-07
PLA2G4B	phospholipase A2 group IVB	protein_coding	100137049	P0C869.109	4446	protein_coding	-1.73010547669653	4.65269590127596	242.672061920048	1.2736292895609e-09	3.14364806191373e-07
PRDX3	peroxiredoxin 3	protein_coding	10935	A0A384MTR2.16	3379	protein_coding	1.27454101858485	6.48167176231533	241.678636752575	1.30550008413219e-09	3.14364806191373e-07
CDKN2B	cyclin dependent kinase inhibitor 2B	protein_coding	1030	K7PPU3.71	4000	protein_coding	-4.57293722775061	3.72931249409693	241.389709198307	1.31494213016885e-09	3.14364806191373e-07
PSAT1	phosphoserine aminotransferase 1	protein_coding	29968	A0A024R280.38	2206	protein_coding	2.47115242847531	4.74729629962026	241.307307992087	1.31764945172006e-09	3.14364806191373e-07
HSP90AB1	heat shock protein 90 alpha family class B member 1	protein_coding	3326	A0A024RD80.58	2980	protein_coding	1.69137501617885	9.37915476561797	238.185747436264	1.42512923526408e-09	3.33340522499319e-07
ITFG2	integrin alpha FG-GAP repeat containing 2	protein_coding	55846	A0A0S2Z5P1.29	6255	protein_coding	-1.48117481981201	5.00138329391166	235.599300670275	1.52193001842544e-09	3.47971149189095e-07
NLRC5	NLR family CARD domain containing 5	protein_coding	84166	Q86WI3.153	12386	protein_coding	-2.14701797882139	8.22221860504714	234.824465296606	1.552397081572e-09	3.47971149189095e-07
HMGA1	high mobility group AT-hook 1	protein_coding	3159	A0A669KAX1.5	2327	protein_coding	2.29080080259289	7.20343712690568	234.256226166229	1.57519004578851e-09	3.47971149189095e-07
CARM1	coactivator associated arginine methyltransferase 1	protein_coding	10498	Q86X55.171	4420	protein_coding	1.58400790141078	5.60617823997035	232.110361114508	1.66483175721688e-09	3.57127065450002e-07
ADCY7	adenylate cyclase 7	protein_coding	113	I3L3Q5.46	8595	protein_coding	-1.34927780315658	7.73658404623186	230.524119959305	1.73490374137574e-09	3.57127065450002e-07
COX5A	cytochrome c oxidase subunit 5A	protein_coding	9377	P20674.189	1326	protein_coding	1.17132664033294	6.22691261998059	230.505029149803	1.73576764386854e-09	3.57127065450002e-07
TADA2B	transcriptional adaptor 2B	protein_coding	93624	D6RC20.56	5795	protein_coding	-1.41457412199481	5.14644882999562	230.383573115781	1.74127548925065e-09	3.57127065450002e-07
CDCA7L	cell division cycle associated 7 like	protein_coding	55536	Q96GN5.150	3894	protein_coding	1.98547254701703	5.83175072691586	229.023559159684	1.80435313413802e-09	3.57127065450002e-07
SLAMF8	SLAM family member 8	protein_coding	56833	Q9P0V8.152	3178	protein_coding	-5.27137893717293	4.17841850552895	228.149720420788	1.84627864549741e-09	3.57127065450002e-07
CYB561	cytochrome b561	protein_coding	1534	P49447.181	5296	protein_coding	-2.50020959886005	3.59218784275173	226.522418895264	1.92739932183472e-09	3.57127065450002e-07
TKT	transketolase	protein_coding	7086	V9HWD9.62	9502	protein_coding	1.72396690450502	7.40965070138711	226.453002409945	1.93095049765711e-09	3.57127065450002e-07
BCL9L	BCL9 like	protein_coding	283149	Q86UU0.144	10788	protein_coding	-1.36617887276017	6.82589873227495	226.241597640061	1.94181222093264e-09	3.57127065450002e-07
GABPB2	GA binding protein transcription factor subunit beta 2	protein_coding	126626	NA	9189	protein_coding	-1.21313799408322	5.21156931396196	225.479283647662	1.98157104011989e-09	3.57127065450002e-07
IRF1	interferon regulatory factor 1	protein_coding	3659	B4DQF0.47	12265	protein_coding	-1.21738136558499	7.38407126771437	225.208331558939	1.99592923267233e-09	3.57127065450002e-07
BZW2	basic leucine zipper and W2 domains 2	protein_coding	28969	E7ETZ4.59	3662	protein_coding	1.13902292186702	5.49008713485768	225.108089373803	2.00127174254226e-09	3.57127065450002e-07
SLC9A7	solute carrier family 9 member A7	protein_coding	84679	A0A024R176.51	9980	protein_coding	1.732489191759	5.25894902533711	225.022858159553	2.00582726005114e-09	3.57127065450002e-07
MSH6	mutS homolog 6	protein_coding	2956	NA	10770	protein_coding	1.46116950059597	5.94888222068396	222.04852637837	2.17259066428401e-09	3.81129912268294e-07
MYB	MYB proto-oncogene, transcription factor	protein_coding	4602	P10242.207	5497	protein_coding	3.43749921833875	5.4171274666978	220.517765000166	2.26464896376092e-09	3.87492390724547e-07
LLGL2	LLGL scribble cell polarity complex component 2	protein_coding	3993	J3QSA6.55	7939	protein_coding	-1.87769048690135	4.42329933702365	220.135118984869	2.28836174406251e-09	3.87492390724547e-07
NPM1	nucleophosmin 1	protein_coding	4869	A0A0S2Z491.34	8311	protein_coding	1.35981694304051	8.36039920789928	219.410788286483	2.33404095613349e-09	3.87492390724547e-07
TNFRSF10A	TNF receptor superfamily member 10a	protein_coding	8797	O00220.199	2927	protein_coding	-3.20561173904934	3.76469557170416	218.88970926244	2.36755597720581e-09	3.87492390724547e-07
NXF1	nuclear RNA export factor 1	protein_coding	10482	Q9UBU9.224	6194	protein_coding	-1.26383752435812	7.09864820306825	218.294882343144	2.40649788402406e-09	3.87492390724547e-07
MDH2	malate dehydrogenase 2	protein_coding	4191	U3KQ63.28	3641	protein_coding	1.28436778300736	7.1386723704449	218.179149691053	2.41416057197754e-09	3.87492390724547e-07
COQ3	coenzyme Q3, methyltransferase	protein_coding	51805	Q9NZJ6.176	1448	protein_coding	1.62726761632501	2.80979578292296	217.848012209696	2.43624187311099e-09	3.87492390724547e-07
PCSK7	proprotein convertase subtilisin/kexin type 7	protein_coding	9159	Q16549.197	22206	protein_coding	-1.18885026587526	8.24565658947329	217.027687553091	2.49195884165528e-09	3.91139171343498e-07
OLFM2	olfactomedin 2	protein_coding	93145	K7EKW2.53	2463	protein_coding	-3.21281571638081	3.51644690128993	215.961873450996	2.56656891852928e-09	3.92894517303083e-07
ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	protein_coding	23140	O43149.159	15888	protein_coding	-1.08051651523555	7.38472801165643	215.927549484715	2.56901436412444e-09	3.92894517303083e-07
CHMP7	charged multivesicular body protein 7	protein_coding	91782	Q8WUX9.153	4698	protein_coding	-2.05881062158247	6.88904399092093	214.458269677397	2.67627048455561e-09	3.95023401699391e-07
FH	fumarate hydratase	protein_coding	2271	NA	9350	protein_coding	1.51808448164833	5.52325481561126	214.39854912727	2.68073854956038e-09	3.95023401699391e-07
NME1-NME2	NME1-NME2 readthrough	protein_coding	654364	NA	1241	protein_coding	1.4439831489055	7.34321362345351	214.377997971691	2.68227810693693e-09	3.95023401699391e-07
YBX1	Y-box binding protein 1	protein_coding	4904	P67809.185	3395	protein_coding	1.37693544957476	7.57743852349881	213.562564779179	2.74419971892868e-09	3.99214127403661e-07
NME2	NME/NM23 nucleoside diphosphate kinase 2	protein_coding	4831	Q6FHN3.156	2496	protein_coding	1.36878789542174	7.09532579707932	212.334555245702	2.84060317359436e-09	4.08259701901291e-07
MATK	megakaryocyte-associated tyrosine kinase	protein_coding	4145	P42679.209	4138	protein_coding	-1.80834878572823	5.78020431100011	211.470926821514	2.91075321382851e-09	4.12963294911318e-07
NOL4L	nucleolar protein 4 like	protein_coding	140688	Q96MY1.147	9707	protein_coding	-1.44094954086574	5.0367395261914	211.087174972799	2.94256685954079e-09	4.12963294911318e-07
KMT2C	lysine methyltransferase 2C	protein_coding	58508	H7BY37.65	53322	protein_coding	-1.27459329359367	7.62723884908037	209.621411481406	3.06784540459143e-09	4.25538695713618e-07
GALM	galactose mutarotase	protein_coding	130589	A0A384MDW6.12	2616	protein_coding	1.77488041150528	6.98073963763723	208.472259893382	3.17039549645394e-09	4.31122782269584e-07
RPS6KA5	ribosomal protein S6 kinase A5	protein_coding	9252	O75582.207	27982	protein_coding	-1.50436792955134	5.88781812587299	208.362633826742	3.18038434401235e-09	4.31122782269584e-07
TMEM200A	transmembrane protein 200A	protein_coding	114801	A8K2A1.103	5858	protein_coding	-2.06478692350753	3.5294491900952	207.733297449632	3.23843821225666e-09	4.3145960663206e-07
UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	protein_coding	7386	P47985.206	3086	protein_coding	1.05943550876076	5.80837630724986	207.242916236678	3.28452582625214e-09	4.3145960663206e-07
CABLES1	Cdk5 and Abl enzyme substrate 1	protein_coding	91768	Q8TDN4.167	6874	protein_coding	3.50555358322516	3.2667421625167	206.971262993637	3.31038351301135e-09	4.3145960663206e-07
GOT2	glutamic-oxaloacetic transaminase 2	protein_coding	2806	P00505.219	3751	protein_coding	1.40466354097024	6.42722565682631	206.792323301734	3.32754495851702e-09	4.3145960663206e-07
SKI	SKI proto-oncogene	protein_coding	6497	P12755.198	6550	protein_coding	-1.62126144530683	5.48636893707231	206.346745070231	3.37072841826049e-09	4.32359347327197e-07
KMT2D	lysine methyltransferase 2D	protein_coding	8085	NA	25436	protein_coding	-1.18390368680822	8.1430686970827	205.421480464898	3.46249158916218e-09	4.38097095923993e-07
LDLRAP1	low density lipoprotein receptor adaptor protein 1	protein_coding	26119	Q5SW96.161	5371	protein_coding	-3.6231317359553	4.7257389738452	204.888706084659	3.51664134353982e-09	4.38097095923993e-07
SCARB1	scavenger receptor class B member 1	protein_coding	949	A0A024RBS4.41	14887	protein_coding	2.38901462090858	2.70680701753683	204.456420843523	3.56129935791785e-09	4.38097095923993e-07
SHMT2	serine hydroxymethyltransferase 2	protein_coding	6472	V9HW06.64	4592	protein_coding	1.96244175244221	7.41725395047618	204.264685369188	3.58131701045026e-09	4.38097095923993e-07
SLC26A11	solute carrier family 26 member 11	protein_coding	284129	I3L124.54	4903	protein_coding	-3.32478669295334	4.16146644505478	204.095510739982	3.59908755139168e-09	4.38097095923993e-07
RDH10	retinol dehydrogenase 10	protein_coding	157506	A0A024R7X6.55	5331	protein_coding	1.73980513207358	6.95488020694944	203.739609519247	3.63680686246908e-09	4.38216859216097e-07
CCT7	chaperonin containing TCP1 subunit 7	protein_coding	10574	NA	3585	protein_coding	1.33551565378333	7.43793208195378	202.982112177711	3.71862327936168e-09	4.43594570995055e-07
EFCAB8	EF-hand calcium binding domain 8	protein_coding	388795	A0A096LNH2.44	4772	protein_coding	-4.70557703125053	2.65772696832723	201.760565961704	3.85509573873769e-09	4.45320955923289e-07
VARS2	valyl-tRNA synthetase 2, mitochondrial	protein_coding	57176	A0A0A0MTG1.49	6467	protein_coding	1.13075644200688	5.33426736632269	201.218368612159	3.91752387912366e-09	4.45320955923289e-07
PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	protein_coding	10606	D6RF62.87	7516	protein_coding	2.19619545664263	6.65509510698789	201.071529144227	3.93463183785188e-09	4.45320955923289e-07
EIF3I	eukaryotic translation initiation factor 3 subunit I	protein_coding	8668	Q5U0F4.125	9756	protein_coding	1.13186621225559	7.23547201207425	201.018757104638	3.94080132570889e-09	4.45320955923289e-07
SLC27A5	solute carrier family 27 member 5	protein_coding	10998	M0R075.54	8025	protein_coding	1.59354920939737	2.51524140014866	200.999715477924	3.94303019989294e-09	4.45320955923289e-07
AARS1	alanyl-tRNA synthetase 1	protein_coding	16	P49588.197	10248	protein_coding	1.34331755436404	6.82811747462587	200.683577968802	3.98024917448991e-09	4.45320955923289e-07
JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough	protein_coding	8681	NA	7862	protein_coding	-1.56395376843884	5.63797704734384	200.564176331236	3.9944121287444e-09	4.45320955923289e-07
GBP5	guanylate binding protein 5	protein_coding	115362	Q96PP8.165	10960	protein_coding	-1.64433287898234	9.21464558060372	199.243280907513	4.15505076202518e-09	4.54133077654572e-07
IL10RA	interleukin 10 receptor subunit alpha	protein_coding	3587	NA	8080	protein_coding	-1.56597758536548	9.4561288431765	199.091155373485	4.17402743785037e-09	4.54133077654572e-07
STARD9	StAR related lipid transfer domain containing 9	protein_coding	57519	NA	20776	protein_coding	-1.06250239966091	6.12443049794318	198.982335973055	4.18766355453122e-09	4.54133077654572e-07
CCDC65	coiled-coil domain containing 65	protein_coding	85478	Q8IXS2.128	2374	protein_coding	-4.18686283075429	3.03351837747744	197.827067969418	4.33565762270024e-09	4.65946484515236e-07
TRMO	tRNA methyltransferase O	protein_coding	51531	Q9BU70.131	3684	protein_coding	-1.51811441485253	4.77663321108944	197.121494868994	4.42902282193795e-09	4.71730475383016e-07
ARMC9	armadillo repeat containing 9	protein_coding	80210	A0A2Q3DP09.17	23371	protein_coding	2.84064005602702	1.54346057205525	195.587018033807	4.64023073221327e-09	4.89852322164355e-07
TC2N	tandem C2 domains, nuclear	protein_coding	123036	Q8N9U0.139	6152	protein_coding	-2.47414547400842	8.44723277134986	195.216015853022	4.69303315930544e-09	4.91080636468023e-07
ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1	protein_coding	85437	A0A024R106.47	9545	protein_coding	1.09556745924023	5.01982684596586	194.554674006151	4.78889383068268e-09	4.96754039184467e-07
PILRB	paired immunoglobin like type 2 receptor beta	protein_coding	29990	Q9UKJ0.148	5761	protein_coding	-1.56984036687958	7.03753891278087	194.124189323473	4.85251086852959e-09	4.99013811643875e-07
TMEM229B	transmembrane protein 229B	protein_coding	161145	A0A024R699.45	6363	protein_coding	-5.08654771877451	4.46440450055767	193.552154321966	4.9385669856048e-09	5.0352278266051e-07
TARS2	threonyl-tRNA synthetase 2, mitochondrial	protein_coding	80222	Q9BW92.176	4020	protein_coding	1.29221882547818	5.5513418405082	193.176910897963	4.99597836271066e-09	5.050595414303e-07
KYAT1	kynurenine aminotransferase 1	protein_coding	883	A8K563.112	3585	protein_coding	1.11961803404841	3.60117202323135	192.746924736701	5.0627182044744e-09	5.07063011650152e-07
PCCB	propionyl-CoA carboxylase subunit beta	protein_coding	5096	P05166.203	7498	protein_coding	1.69785168148858	4.8614045756635	192.376474137895	5.12104651858149e-09	5.07063011650152e-07
GTF2IRD2B	GTF2I repeat domain containing 2B	protein_coding	389524	NA	6560	protein_coding	-1.58893861735781	4.13290380748258	192.236320952648	5.14331665769707e-09	5.07063011650152e-07
NOTCH2	notch receptor 2	protein_coding	4853	Q04721.236	16744	protein_coding	-0.925995342462034	7.74058481558819	191.872821507647	5.2016009338777e-09	5.08605717542845e-07
SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	protein_coding	25939	Q9Y3Z3.193	10835	protein_coding	-2.3807038672869	8.43969190821764	191.234427039796	5.30582447664268e-09	5.10788478992265e-07
EPG5	ectopic P-granules autophagy protein 5 homolog	protein_coding	57724	K7ENS1.38	13730	protein_coding	-0.946647937374093	6.39360355417197	191.210905754876	5.30971049652448e-09	5.10788478992265e-07
ARL3	ADP ribosylation factor like GTPase 3	protein_coding	403	P36405.201	3834	protein_coding	1.75126861611343	4.26008503747339	190.953930621454	5.35238158052084e-09	5.10788478992265e-07
GGCT	gamma-glutamylcyclotransferase	protein_coding	79017	A0A090N7V5.38	1594	protein_coding	1.48972414438105	4.58711557941634	190.649707528709	5.40341272827216e-09	5.11565955837766e-07
FCGBP	Fc fragment of IgG binding protein	protein_coding	8857	A0A087WXI2.41	12961	protein_coding	-3.6872484634422	6.62066824238783	190.342844143214	5.45545859196634e-09	5.12426500343043e-07
BTN3A1	butyrophilin subfamily 3 member A1	protein_coding	11119	O00481.180	5539	protein_coding	-1.71898804773563	7.82135979059731	190.061327182138	5.50371687168773e-09	5.1292061376846e-07
ARRB1	arrestin beta 1	protein_coding	408	P49407.202	9888	protein_coding	-1.33208763256489	6.73371754286844	189.785246784159	5.55152408847684e-09	5.13365355437521e-07
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	protein_coding	25902	Q6UB35.162	4891	protein_coding	2.58642808061699	4.41464829388696	189.117826501725	5.66909790392004e-09	5.17816953129378e-07
NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	protein_coding	79731	Q96I59.166	3146	protein_coding	1.31138230768182	3.53008505603605	188.886147048301	5.71058349938221e-09	5.17816953129378e-07
NLN	neurolysin	protein_coding	57486	Q9BYT8.165	10939	protein_coding	2.05952568782271	2.80390646602402	188.761344910316	5.73307683848905e-09	5.17816953129378e-07
WASHC2C	WASH complex subunit 2C	protein_coding	253725	Q9Y4E1.150	5703	protein_coding	-1.1214968850134	6.71458616799704	188.395955130252	5.79952419242076e-09	5.17816953129378e-07
ATP5MC1	ATP synthase membrane subunit c locus 1	protein_coding	516	Q6FIH7.145	2615	protein_coding	1.29347916354989	5.01898758393977	188.302268590813	5.81670481342415e-09	5.17816953129378e-07
ZNF549	zinc finger protein 549	protein_coding	256051	Q6P9A3.150	9279	protein_coding	-1.59093977524273	3.77410123222403	187.574912402273	5.95211471017968e-09	5.25946491686914e-07
TAF1	TATA-box binding protein associated factor 1	protein_coding	6872	NA	11234	protein_coding	-1.00086823327792	6.29609850307188	186.391813731537	6.18024805019586e-09	5.37760334746345e-07
MARK2	microtubule affinity regulating kinase 2	protein_coding	2011	Q7KZI7.175	12010	protein_coding	-0.872684830695463	6.31119953549908	186.200939417382	6.21799510800042e-09	5.37760334746345e-07
GPT2	glutamic--pyruvic transaminase 2	protein_coding	84706	A0A024R6R2.53	6362	protein_coding	3.77024748564774	2.55855392924945	186.185541824373	6.22105173903895e-09	5.37760334746345e-07
NUP37	nucleoporin 37	protein_coding	79023	Q8NFH4.165	3488	protein_coding	1.67193427495239	4.96487997289152	185.622995125932	6.33392757659975e-09	5.43483800418944e-07
TNFRSF25	TNF receptor superfamily member 25	protein_coding	8718	A0A3B3ISD9.12	4263	protein_coding	-1.30406345690106	6.32080327855824	185.404618541511	6.37838310492515e-09	5.43483800418944e-07
SLC7A6	solute carrier family 7 member 6	protein_coding	9057	E7EPZ8.73	7588	protein_coding	-1.20177745689567	7.33138320253304	185.128049294405	6.43520480050782e-09	5.44436582023105e-07
MDH1	malate dehydrogenase 1	protein_coding	4190	NA	4990	protein_coding	1.10744471061279	6.84331103127288	184.802955516325	6.50274721462266e-09	5.45740022897355e-07
RAB33A	RAB33A, member RAS oncogene family	protein_coding	9363	Q14088.185	945	protein_coding	1.21188255701102	4.2065130840152	184.615296875178	6.54210942026337e-09	5.45740022897355e-07
NR1D2	nuclear receptor subfamily 1 group D member 2	protein_coding	9975	F1D8P2.73	5793	protein_coding	-2.86377448299323	4.53127123608387	182.705803288669	6.95873174172268e-09	5.67634575440155e-07
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein_coding	6654	NA	22984	protein_coding	-1.57085818404346	8.79878592300774	182.552172191173	6.99356720556048e-09	5.67634575440155e-07
ANKLE1	ankyrin repeat and LEM domain containing 1	protein_coding	126549	A0A0A0MSC6.13	3569	protein_coding	2.38911763927537	2.51408774153702	182.438384657891	7.01949848197659e-09	5.67634575440155e-07
TNFSF8	TNF superfamily member 8	protein_coding	944	NA	4605	protein_coding	-2.72422101519922	6.69451522945864	182.381095482447	7.03259637459821e-09	5.67634575440155e-07
CYP51A1	cytochrome P450 family 51 subfamily A member 1	protein_coding	1595	NA	4171	protein_coding	2.12725648548452	4.47105456249392	182.337883672282	7.04249452302313e-09	5.67634575440155e-07
