SYMBOL	DESCRIPTION	GENEBIOTYPE	ENTREZID	UNIPROTID	LENGTH	METABIOTYPE	logFC	logCPM	F	PValue	FDR
HSPD1	heat shock protein family D (Hsp60) member 1	protein_coding	3329	A0A024R3X4.57	7629	protein_coding	-2.38224949163925	7.69417851591595	373.08326655572	9.3265288802296e-11	6.5444801771917e-08
SEC31B	SEC31 homolog B, COPII coat complex component	protein_coding	25956	NA	7934	protein_coding	1.57473991204018	7.11276077434603	366.142429671427	1.04629259389717e-10	6.93401352922186e-08
PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	protein_coding	10606	D6RF62.87	7516	protein_coding	-3.04014860412544	6.65509510698789	359.917484643956	1.16204382839925e-10	7.02131909181369e-08
CCL5	C-C motif chemokine ligand 5	protein_coding	6352	D0EI67.102	1499	protein_coding	2.62965741027753	12.0020693445376	357.871329308872	1.20328389759847e-10	7.02131909181369e-08
MCM6	minichromosome maintenance complex component 6	protein_coding	4175	Q14566.204	4135	protein_coding	-2.54939480039753	7.05732931074601	355.944425478138	1.24367774570062e-10	7.02131909181369e-08
DPEP2	dipeptidase 2	protein_coding	64174	Q9H4A9.151	3498	protein_coding	3.25542789461795	6.00982193409513	351.682682973861	1.33872675232239e-10	7.02131909181369e-08
BIN2	bridging integrator 2	protein_coding	51411	S4R418.55	3986	protein_coding	1.86533910928742	8.27053966265236	351.040693873206	1.35376258790942e-10	7.02131909181369e-08
TRAP1	TNF receptor associated protein 1	protein_coding	10131	I3L253.57	5183	protein_coding	-2.49632551258586	5.78360890160426	346.722258877613	1.46014289144933e-10	7.23221024297362e-08
YBX1	Y-box binding protein 1	protein_coding	4904	P67809.185	3395	protein_coding	-1.76149563247585	7.57743852349881	341.1849551742	1.61103456247447e-10	7.23221024297362e-08
IL10RA	interleukin 10 receptor subunit alpha	protein_coding	3587	NA	8080	protein_coding	2.07957098096886	9.4561288431765	339.371720758471	1.66431756650828e-10	7.23221024297362e-08
PPFIA4	PTPRF interacting protein alpha 4	protein_coding	8497	NA	9718	protein_coding	-6.40268245290888	3.11456616527262	338.579487112416	1.68823674880398e-10	7.23221024297362e-08
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	protein_coding	25902	Q6UB35.162	4891	protein_coding	-3.63287228464649	4.41464829388696	338.274216282694	1.69755961776562e-10	7.23221024297362e-08
CCT7	chaperonin containing TCP1 subunit 7	protein_coding	10574	NA	3585	protein_coding	-1.72364893459036	7.43793208195378	330.358831470052	1.96145594816787e-10	8.06834758817054e-08
CREBBP	CREB binding protein	protein_coding	1387	Q92793.247	15479	protein_coding	1.1688537859914	7.1021446677462	320.921027237973	2.34060410080642e-10	9.27100269279093e-08
ATP5MC1	ATP synthase membrane subunit c locus 1	protein_coding	516	Q6FIH7.145	2615	protein_coding	-1.70493962140328	5.01898758393977	319.401956027944	2.40926384002447e-10	9.27100269279093e-08
PDLIM2	PDZ and LIM domain 2	protein_coding	64236	C9JSR2.83	12388	protein_coding	2.05915111422692	5.62912868602594	315.320947591244	2.60558192324968e-10	9.71312086326421e-08
PRR5	proline rich 5	protein_coding	55615	B1AHG4.76	5241	protein_coding	2.27079252296059	4.48067949061126	308.711493248873	2.96424349263679e-10	1.07152910980801e-07
TSPAN14	tetraspanin 14	protein_coding	81619	Q8NG11.145	17889	protein_coding	1.43888531569625	7.71200314904604	306.566630552876	3.09270287681357e-10	1.08508390051497e-07
CORO1B	coronin 1B	protein_coding	57175	A0A024R5K1.53	5327	protein_coding	1.59946125917271	7.94464746711661	303.434800811781	3.29203749744096e-10	1.12202043734209e-07
FH	fumarate hydratase	protein_coding	2271	NA	9350	protein_coding	-1.8173957066874	5.52325481561126	300.720879329596	3.47688655364533e-10	1.1521049916232e-07
PTPRCAP	protein tyrosine phosphatase receptor type C associated protein	protein_coding	5790	Q14761.142	907	protein_coding	1.77966927721842	7.85798220508378	298.450202821205	3.64082838044429e-10	1.15508188631118e-07
PABPC4	poly(A) binding protein cytoplasmic 4	protein_coding	8761	A0A7I2V5W9.1	10274	protein_coding	-1.23319317294231	6.39365651502566	297.931426463825	3.67952985831376e-10	1.15508188631118e-07
CAPN12	calpain 12	protein_coding	147968	M0QXJ6.28	5966	protein_coding	1.83945309309178	4.90709791001047	295.435341140905	3.87253531936354e-10	1.17946045803541e-07
SEMA4B	semaphorin 4B	protein_coding	10509	H0YLN3.59	6995	protein_coding	1.35639071533085	3.96634218270108	294.413229853908	3.95493489155975e-10	1.17946045803541e-07
BCL9L	BCL9 like	protein_coding	283149	Q86UU0.144	10788	protein_coding	1.55656567715881	6.82589873227495	291.180439334815	4.22924301166201e-10	1.23050341185649e-07
CLN3	CLN3 lysosomal/endosomal transmembrane protein, battenin	protein_coding	1201	A0A1B0GV71.29	9813	protein_coding	1.19940770358356	5.81883474702003	287.412616904815	4.57720893634701e-10	1.28704654554527e-07
CCT5	chaperonin containing TCP1 subunit 5	protein_coding	22948	V9HW37.60	5638	protein_coding	-1.60907605923865	7.2205843221403	285.734977179009	4.74274011369702e-10	1.28704654554527e-07
NME1	NME/NM23 nucleoside diphosphate kinase 1	protein_coding	4830	A0A384MTW7.12	3415	protein_coding	-2.60696408055305	5.42441749697667	285.690137725249	4.74725861379764e-10	1.28704654554527e-07
FDPS	farnesyl diphosphate synthase	protein_coding	2224	A0A087X090.51	3718	protein_coding	-1.70398855070743	6.97748619689132	282.294613006777	5.10438078265001e-10	1.30407994373226e-07
ZNF641	zinc finger protein 641	protein_coding	121274	Q96N77.161	8502	protein_coding	1.70825526763223	5.38099893071757	282.263795695666	5.10776160240762e-10	1.30407994373226e-07
PNMA3	PNMA family member 3	protein_coding	29944	Q9UL41.143	3748	protein_coding	3.30803741941275	3.83036062879113	281.500099078904	5.19237752837306e-10	1.30407994373226e-07
SLC25A19	solute carrier family 25 member 19	protein_coding	60386	Q9HC21.177	3316	protein_coding	-1.86494295187517	3.51566692887539	281.011484663512	5.24736669453841e-10	1.30407994373226e-07
LAPTM5	lysosomal protein transmembrane 5	protein_coding	7805	Q5TBB8.144	3228	protein_coding	0.986129055557672	9.94411574646415	278.00213682306	5.6013020668007e-10	1.35068068956077e-07
CMSS1	cms1 ribosomal small subunit homolog	protein_coding	84319	Q9BQ75.140	7207	protein_coding	-2.64269283189364	3.34726732280926	276.656909748489	5.76841085181901e-10	1.35068068956077e-07
BATF3	basic leucine zipper ATF-like transcription factor 3	protein_coding	55509	NA	2569	protein_coding	-5.28293771106476	2.63829545982208	276.608280366027	5.77455907180815e-10	1.35068068956077e-07
EBNA1BP2	EBNA1 binding protein 2	protein_coding	10969	Q6IB29.127	3561	protein_coding	-1.75127230382392	4.73548428821636	272.290438878672	6.35201451219422e-10	1.43319279871372e-07
MAP3K12	mitogen-activated protein kinase kinase kinase 12	protein_coding	7786	Q12852.194	7971	protein_coding	1.46255184512519	5.71328459511614	272.18020517578	6.36760988614529e-10	1.43319279871372e-07
ATP5MC3	ATP synthase membrane subunit c locus 3	protein_coding	518	P48201.177	3883	protein_coding	-1.34550704127513	6.8098733283637	269.120466460178	6.81871876638403e-10	1.47799556114925e-07
NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	protein_coding	79731	Q96I59.166	3146	protein_coding	-1.57653759081208	3.53008505603605	268.757534297208	6.87464452456626e-10	1.47799556114925e-07
BRI3BP	BRI3 binding protein	protein_coding	140707	Q8WY22.131	6703	protein_coding	-1.73225412924129	4.96374411685404	268.348165796428	6.93836460930152e-10	1.47799556114925e-07
TSC1	TSC complex subunit 1	protein_coding	7248	A0A2R8Y6T5.8	17600	protein_coding	1.04866341439874	6.35876914772337	266.92121931985	7.16588626891253e-10	1.49968170705013e-07
BAIAP3	BAI1 associated protein 3	protein_coding	8938	NA	6109	protein_coding	4.95025210856445	3.35590974131823	264.864135181404	7.50926708230275e-10	1.50008858892367e-07
AARS1	alanyl-tRNA synthetase 1	protein_coding	16	P49588.197	10248	protein_coding	-1.5518153102767	6.82811747462587	264.715505318853	7.53480694660237e-10	1.50008858892367e-07
CCT4	chaperonin containing TCP1 subunit 4	protein_coding	10575	P50991.200	2701	protein_coding	-1.74591276918248	7.06795396020819	264.458330516603	7.57923672461838e-10	1.50008858892367e-07
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	protein_coding	4712	O95139.178	1386	protein_coding	-1.57960407344281	3.93271743926751	263.933590154353	7.67083610733037e-10	1.50008858892367e-07
CLPB	caseinolytic mitochondrial matrix peptidase chaperone subunit B	protein_coding	81570	A0A140VK11.35	12428	protein_coding	-1.51794293037722	4.27898323459736	262.63918680883	7.90232523842252e-10	1.52043286724423e-07
MDH1	malate dehydrogenase 1	protein_coding	4190	NA	4990	protein_coding	-1.32043708252884	6.84331103127288	259.937819765266	8.41200481847944e-10	1.59280643618478e-07
GTF2IRD2B	GTF2I repeat domain containing 2B	protein_coding	389524	NA	6560	protein_coding	1.85547105891438	4.13290380748258	258.177710888976	8.76458891300312e-10	1.63363720536272e-07
IGLV2-14	immunoglobulin lambda variable 2-14	IG_V_gene	NA	P01704.118	402	protein_coding	6.38248392304804	4.07441900408223	257.507761954914	8.90326954660882e-10	1.63395542186918e-07
ZNF683	zinc finger protein 683	protein_coding	257101	Q8IZ20.160	2379	protein_coding	4.54582251199284	4.37311973081673	256.508716387086	9.11482304062627e-10	1.6474352129035e-07
HSPE1	heat shock protein family E (Hsp10) member 1	protein_coding	3336	B8ZZ54.101	1823	protein_coding	-2.21437630047892	5.33213574892185	252.889726703965	9.93146482518605e-10	1.74762345848806e-07
GOT2	glutamic-oxaloacetic transaminase 2	protein_coding	2806	P00505.219	3751	protein_coding	-1.56275039952924	6.42722565682631	252.760561226537	9.96214227321555e-10	1.74762345848806e-07
PGD	phosphogluconate dehydrogenase	protein_coding	5226	K7EM49.51	3333	protein_coding	-1.5253584353899	6.14148699538164	250.957417143902	1.04020695221179e-09	1.7693859442368e-07
POLD2	DNA polymerase delta 2, accessory subunit	protein_coding	5425	A0A087WWF6.54	3685	protein_coding	-2.53321209173301	5.15985903858305	250.556475107252	1.05029243815287e-09	1.7693859442368e-07
PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase	protein_coding	85007	Q8IUZ5.160	8439	protein_coding	1.87152340691371	6.78948658585602	250.444960560472	1.05311762964886e-09	1.7693859442368e-07
UQCRC2	ubiquinol-cytochrome c reductase core protein 2	protein_coding	7385	H3BUI9.70	4589	protein_coding	-0.917103341690879	7.27486045708916	248.548391359798	1.10254111989932e-09	1.8012076402081e-07
COQ3	coenzyme Q3, methyltransferase	protein_coding	51805	Q9NZJ6.176	1448	protein_coding	-1.74364554224337	2.80979578292296	248.073809983752	1.11532539445246e-09	1.8012076402081e-07
TNFAIP8L2	TNF alpha induced protein 8 like 2	protein_coding	79626	Q6P589.129	1158	protein_coding	1.40608664356461	5.39823979997401	247.999019194766	1.11735573288121e-09	1.8012076402081e-07
MVK	mevalonate kinase	protein_coding	4598	F5GXC0.66	6488	protein_coding	-1.77368356547974	3.36784739269735	247.408821600327	1.13352883834492e-09	1.8029154016822e-07
CYP51A1	cytochrome P450 family 51 subfamily A member 1	protein_coding	1595	NA	4171	protein_coding	-2.50416589480469	4.47105456249392	245.686464257468	1.18229933977968e-09	1.85574326634628e-07
CCL22	C-C motif chemokine ligand 22	protein_coding	6367	O00626.176	2917	protein_coding	-6.42079334808414	4.05149902593378	244.533073010024	1.21631856478157e-09	1.8808593741451e-07
BCAT1	branched chain amino acid transaminase 1	protein_coding	586	A0A024RAV0.57	11415	protein_coding	-4.1380800462492	2.34278835329889	244.085137710403	1.22983511764036e-09	1.8808593741451e-07
NPM1	nucleophosmin 1	protein_coding	4869	A0A0S2Z491.34	8311	protein_coding	-1.4350874441523	8.36039920789928	243.28816629336	1.25431648066953e-09	1.89401788581099e-07
TIPIN	TIMELESS interacting protein	protein_coding	54962	Q9BVW5.148	2739	protein_coding	-1.64128356742573	3.71616759870942	242.451914420158	1.28061354524137e-09	1.90955487264803e-07
TXN	thioredoxin	protein_coding	7295	P10599.237	1010	protein_coding	-1.82397269952612	6.20075782328854	240.756587812967	1.33591024952969e-09	1.94840019142592e-07
EXOSC8	exosome component 8	protein_coding	11340	NA	13092	protein_coding	-1.3525126829807	5.34540348356723	240.273785421827	1.35216051488906e-09	1.94840019142592e-07
SLC39A13	solute carrier family 39 member 13	protein_coding	91252	G3V1B2.84	4579	protein_coding	1.29701534635291	4.80128466765279	239.345584076566	1.38404978232411e-09	1.94840019142592e-07
NME1-NME2	NME1-NME2 readthrough	protein_coding	654364	NA	1241	protein_coding	-1.52838038906113	7.34321362345351	238.685084464116	1.40727280341821e-09	1.94840019142592e-07
SYNGAP1	synaptic Ras GTPase activating protein 1	protein_coding	8831	NA	8277	protein_coding	1.4508958703193	6.63429318092302	238.240603434901	1.42315479038726e-09	1.94840019142592e-07
MAN1B1	mannosidase alpha class 1B member 1	protein_coding	11253	NA	10873	protein_coding	0.886848506284477	6.36328165301418	237.633013476804	1.44520199958905e-09	1.94840019142592e-07
GGCT	gamma-glutamylcyclotransferase	protein_coding	79017	A0A090N7V5.38	1594	protein_coding	-1.67358456945738	4.58711557941634	237.519620785198	1.44936027728423e-09	1.94840019142592e-07
TMC8	transmembrane channel like 8	protein_coding	147138	NA	5459	protein_coding	1.16329284038763	8.36831238155374	237.423462108954	1.45289742047002e-09	1.94840019142592e-07
INSIG1	insulin induced gene 1	protein_coding	3638	A0A024RD68.44	3650	protein_coding	-1.32395389901888	6.10593094917677	236.970692880849	1.46968725446298e-09	1.94840019142592e-07
SUSD1	sushi domain containing 1	protein_coding	64420	H3BLV4.60	4074	protein_coding	1.52839231161352	4.84280633894941	236.794814754745	1.47626979291485e-09	1.94840019142592e-07
ZNF276	zinc finger protein 276	protein_coding	92822	H3BPT7.45	7456	protein_coding	1.6684283300572	6.05412549581493	236.527739984719	1.48633093653918e-09	1.94840019142592e-07
IGLV3-12	immunoglobulin lambda variable 3-12	IG_V_gene	NA	A0A075B6K2.42	356	protein_coding	4.77770215872777	2.11000413116124	236.023919687218	1.50552771963253e-09	1.9521130616844e-07
ALDH1B1	aldehyde dehydrogenase 1 family member B1	protein_coding	219	A0A384MTJ7.12	3117	protein_coding	-2.03608028943033	3.05959261460119	235.557988521847	1.52353685580964e-09	1.95422270461863e-07
EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	protein_coding	9521	O43324.190	2088	protein_coding	-1.62608128373964	3.69045906506895	234.47057249887	1.56654704048649e-09	1.98801485595354e-07
PHB	prohibitin	protein_coding	5245	A8K401.113	5113	protein_coding	-1.53393767523585	5.59746817480553	233.079678119465	1.62362689181435e-09	2.02432143092662e-07
UBA2	ubiquitin like modifier activating enzyme 2	protein_coding	10054	U3KQ55.45	4815	protein_coding	-1.0672728754528	6.66202691775662	232.949391563022	1.62909596251953e-09	2.02432143092662e-07
FDFT1	farnesyl-diphosphate farnesyltransferase 1	protein_coding	2222	P37268.213	5197	protein_coding	-1.2906365208189	7.18466800230649	231.546769464468	1.68934610172768e-09	2.07344762463558e-07
NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	protein_coding	4729	J3KRB4.29	2711	protein_coding	-1.46779769704218	5.90128968653616	231.228057954349	1.70339397446799e-09	2.07344762463558e-07
RAD51C	RAD51 paralog C	protein_coding	5889	J3QR58.51	6068	protein_coding	-1.46609741162756	4.26922431951121	229.514496333643	1.78128288449371e-09	2.14635591203287e-07
RNF166	ring finger protein 166	protein_coding	115992	Q96A37.150	4377	protein_coding	1.58078069555062	6.40120418782324	227.213619936779	1.89244878633891e-09	2.25750215722369e-07
DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	protein_coding	9149	A0A024R0I0.62	3192	protein_coding	1.73707887154698	4.06348981419254	225.674829128746	1.97128307797825e-09	2.32826097398045e-07
ABHD10	abhydrolase domain containing 10, depalmitoylase	protein_coding	55347	F8WBQ6.44	3026	protein_coding	-1.25506121591501	4.51949227789676	225.064465252877	2.00360190636121e-09	2.34323207264538e-07
PCCB	propionyl-CoA carboxylase subunit beta	protein_coding	5096	P05166.203	7498	protein_coding	-1.84726107772691	4.8614045756635	224.30655439965	2.04459130928201e-09	2.36795434256555e-07
CDC42SE1	CDC42 small effector 1	protein_coding	56882	Q9NRR8.147	4184	protein_coding	1.42735815050486	9.11917270770604	223.660672165987	2.08029001297796e-09	2.38613265046289e-07
GMPS	guanine monophosphate synthase	protein_coding	8833	A0A140VJK6.25	8765	protein_coding	-1.28650312387121	6.05995313173369	222.451640889153	2.14907377685659e-09	2.44155248420212e-07
MATK	megakaryocyte-associated tyrosine kinase	protein_coding	4145	P42679.209	4138	protein_coding	1.85506168365501	5.78020431100011	221.963759055819	2.17757367231889e-09	2.45059210727283e-07
ADCY7	adenylate cyclase 7	protein_coding	113	I3L3Q5.46	8595	protein_coding	1.32045543262335	7.73658404623186	220.995636021303	2.23543361728911e-09	2.4836048141314e-07
CTDSP1	CTD small phosphatase 1	protein_coding	58190	NA	4614	protein_coding	0.981236085490901	7.23238011675617	220.780232608961	2.24854824315694e-09	2.4836048141314e-07
S1PR4	sphingosine-1-phosphate receptor 4	protein_coding	8698	NA	1663	protein_coding	1.61018591365215	6.25038624301674	220.149898773338	2.28744050927562e-09	2.48860225742354e-07
RFC1	replication factor C subunit 1	protein_coding	5981	P35251.220	6713	protein_coding	-1.03881365449902	6.55027176406788	220.032078598211	2.29479628063198e-09	2.48860225742354e-07
BICRAL	BRD4 interacting chromatin remodeling complex associated protein like	protein_coding	23506	Q6AI39.127	6836	protein_coding	1.10917271903372	6.28008885950223	218.857658433804	2.36963557093552e-09	2.53207469017509e-07
VARS1	valyl-tRNA synthetase 1	protein_coding	7407	NA	5880	protein_coding	-1.59936370846617	5.88133234126252	218.739267933644	2.37733561320823e-09	2.53207469017509e-07
BLVRA	biliverdin reductase A	protein_coding	644	A0A140VJF4.23	1821	protein_coding	-1.49199602083405	4.05269259770165	218.382315786166	2.40072757245437e-09	2.53436099219541e-07
VXN	vexin	protein_coding	254778	Q8TAG6.127	4762	protein_coding	2.63222789543874	0.627142522910827	217.245103964165	2.47704931366393e-09	2.59199309321904e-07
DNASE1	deoxyribonuclease 1	protein_coding	1773	I3L0Z9.49	11249	protein_coding	1.89800777703445	6.59991157304673	215.699017306244	2.58536535079268e-09	2.68181071909616e-07
CLIC3	chloride intracellular channel 3	protein_coding	9022	O95833.182	969	protein_coding	5.48552634617211	3.15660778189557	215.075491284545	2.63059402240323e-09	2.6985333180946e-07
TBCC	tubulin folding cofactor C	protein_coding	6903	Q15814.159	1606	protein_coding	1.20510287139366	5.3357456270566	214.856041568344	2.64672980314417e-09	2.6985333180946e-07
OLFM2	olfactomedin 2	protein_coding	93145	K7EKW2.53	2463	protein_coding	3.20092352510146	3.51644690128993	213.729567350327	2.73138433927278e-09	2.74332154501419e-07
PCSK7	proprotein convertase subtilisin/kexin type 7	protein_coding	9159	Q16549.197	22206	protein_coding	1.17933893831599	8.24565658947329	213.449661781336	2.75290308885837e-09	2.74332154501419e-07
EIF5A	eukaryotic translation initiation factor 5A	protein_coding	1984	P63241.173	2685	protein_coding	-1.16907872409801	7.58679589816754	213.36242956306	2.75964947105124e-09	2.74332154501419e-07
EIF3I	eukaryotic translation initiation factor 3 subunit I	protein_coding	8668	Q5U0F4.125	9756	protein_coding	-1.16602429310641	7.23547201207425	212.834010521134	2.80092820934321e-09	2.7459104624217e-07
GPN3	GPN-loop GTPase 3	protein_coding	51184	Q9UHW5.149	2593	protein_coding	-2.33391348570385	3.23353397789618	212.490190252159	2.82817066752e-09	2.7459104624217e-07
CBX1	chromobox 1	protein_coding	10951	Q6IBN6.136	3044	protein_coding	-1.14914403360241	5.40239312453135	212.450814383078	2.83131014232433e-09	2.7459104624217e-07
WASHC2C	WASH complex subunit 2C	protein_coding	253725	Q9Y4E1.150	5703	protein_coding	1.19203248467706	6.71458616799704	212.105917365598	2.8589823245133e-09	2.75038710879993e-07
PRDX1	peroxiredoxin 1	protein_coding	5052	A0A0A0MSI0.48	1682	protein_coding	-1.50407037526541	6.97201606753426	211.763277476623	2.88678409315348e-09	2.75491579577823e-07
RREB1	ras responsive element binding protein 1	protein_coding	6239	A0A024QZU8.50	17254	protein_coding	1.05215919253819	4.75700459229429	211.12957374256	2.93903221250746e-09	2.7825170843652e-07
PHGDH	phosphoglycerate dehydrogenase	protein_coding	26227	O43175.216	9187	protein_coding	-3.25706998165191	5.01687023451784	210.318643676988	3.00749829450551e-09	2.8249170988312e-07
COPG2	COPI coat complex subunit gamma 2	protein_coding	26958	A0A140VK12.28	4139	protein_coding	-1.91429415467536	4.80595541791115	209.865149827661	3.04659118233279e-09	2.83928017297249e-07
NFATC2	nuclear factor of activated T cells 2	protein_coding	4773	Q13469.227	8286	protein_coding	1.06279326308761	7.146059293053	209.523925327744	3.07639434304997e-09	2.8412611437086e-07
TRMO	tRNA methyltransferase O	protein_coding	51531	Q9BU70.131	3684	protein_coding	1.56768189470536	4.77663321108944	209.136065097598	3.11068172612715e-09	2.8412611437086e-07
SHMT2	serine hydroxymethyltransferase 2	protein_coding	6472	V9HW06.64	4592	protein_coding	-1.98873016883256	7.41725395047618	208.532406672901	3.16493051584997e-09	2.8412611437086e-07
TADA2B	transcriptional adaptor 2B	protein_coding	93624	D6RC20.56	5795	protein_coding	1.34449776232206	5.14644882999562	208.515491560113	3.1664663318066e-09	2.8412611437086e-07
ERMP1	endoplasmic reticulum metallopeptidase 1	protein_coding	79956	NA	15257	protein_coding	1.0306901252114	6.86492778077209	208.456490333281	3.1718301383788e-09	2.8412611437086e-07
EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	protein_coding	2145	Q92800.186	6988	protein_coding	1.27276421147712	7.06671667470488	208.23974098528	3.1916253940561e-09	2.8412611437086e-07
LILRB3	leukocyte immunoglobulin like receptor B3	protein_coding	107987462	C9JWL8.66	3736	protein_coding	3.92926574716685	1.57759524204887	207.604887654652	3.25043378143896e-09	2.86931353399734e-07
KIAA0825	KIAA0825	protein_coding	285600	Q8IV33.126	12529	protein_coding	3.41120529346648	4.29766576157766	207.383420935767	3.27124352941268e-09	2.86931353399734e-07
GIMAP1	GTPase, IMAP family member 1	protein_coding	170575	NA	4797	protein_coding	2.35653408617274	6.58926690552239	206.310389641671	3.37428037750235e-09	2.93808690680478e-07
ENO1	enolase 1	protein_coding	2023	A0A024R4F1.53	5216	protein_coding	-2.66094124316026	10.3317476623788	204.776051924924	3.52821647949457e-09	3.00409952159444e-07
GNPTG	N-acetylglucosamine-1-phosphate transferase subunit gamma	protein_coding	84572	E9PQQ5.67	5718	protein_coding	1.37452395170026	4.66063117678859	204.757029933771	3.53017532788418e-09	3.00409952159444e-07
MRPL13	mitochondrial ribosomal protein L13	protein_coding	28998	H0YAX3.53	4209	protein_coding	-1.39751548156539	4.84623891900284	204.723242541789	3.53365779598628e-09	3.00409952159444e-07
UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	protein_coding	84300	NA	4689	protein_coding	-1.24554358491899	4.45809351753417	204.557236198574	3.55082599165744e-09	3.00409952159444e-07
PIGX	phosphatidylinositol glycan anchor biosynthesis class X	protein_coding	54965	C9JLT7.59	4427	protein_coding	-1.20778824016577	4.87941957120307	204.092375184886	3.59941788100454e-09	3.02376450017628e-07
FHIP1B	FHF complex subunit HOOK interacting protein 1B	protein_coding	84067	Q8N612.126	4726	protein_coding	1.11763319466937	5.34890507032372	203.459626702205	3.66680217047107e-09	3.03583659936485e-07
PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	protein_coding	26472	Q96C90.151	1658	protein_coding	-1.9496626015863	3.81825648492736	203.317137093779	3.68217744119067e-09	3.03583659936485e-07
PILRB	paired immunoglobin like type 2 receptor beta	protein_coding	29990	Q9UKJ0.148	5761	protein_coding	1.60985676189145	7.03753891278087	203.128419774712	3.70265598468801e-09	3.03583659936485e-07
IPO4	importin 4	protein_coding	79711	Q8TEX9.184	4912	protein_coding	-1.18139996192434	4.4895344950659	203.009894987885	3.71558507424988e-09	3.03583659936485e-07
PLCB2	phospholipase C beta 2	protein_coding	5330	NA	7349	protein_coding	1.51809958695721	7.44460821743274	202.743034813771	3.744886989299e-09	3.03896305410529e-07
HAT1	histone acetyltransferase 1	protein_coding	8520	F8WEW1.55	6794	protein_coding	-1.64004478025681	5.47629181270559	201.730355595682	3.85854367131492e-09	3.07301318790084e-07
AHCYL1	adenosylhomocysteinase like 1	protein_coding	10768	A0A024R0A8.60	5035	protein_coding	-0.908630352845057	6.64728951850233	201.625272396226	3.87056475145165e-09	3.07301318790084e-07
