SYMBOL	DESCRIPTION	GENEBIOTYPE	ENTREZID	UNIPROTID	LENGTH	METABIOTYPE	logFC	logCPM	F	PValue	FDR
SLC35D2	solute carrier family 35 member D2	protein_coding	11046	A0A3B3ITR5.7	3827	protein_coding	-1.97041148997239	5.40115807553813	355.584201718653	1.25140226279303e-10	4.15128381888569e-08
TSC1	TSC complex subunit 1	protein_coding	7248	A0A2R8Y6T5.8	17600	protein_coding	-1.21258640568241	6.35876914772337	354.395667211135	1.27728583791195e-10	4.15128381888569e-08
MCM6	minichromosome maintenance complex component 6	protein_coding	4175	Q14566.204	4135	protein_coding	2.5405654994144	7.05732931074601	354.289917725413	1.27961871436857e-10	4.15128381888569e-08
TNFAIP8L2	TNF alpha induced protein 8 like 2	protein_coding	79626	Q6P589.129	1158	protein_coding	-1.69093740213725	5.39823979997401	353.618120051045	1.29455463839296e-10	4.15128381888569e-08
S1PR4	sphingosine-1-phosphate receptor 4	protein_coding	8698	NA	1663	protein_coding	-2.05994157955598	6.25038624301674	351.525162676863	1.34239800226936e-10	4.15128381888569e-08
CORO1B	coronin 1B	protein_coding	57175	A0A024R5K1.53	5327	protein_coding	-1.72578782824796	7.94464746711661	350.60685960002	1.3640340677315e-10	4.15128381888569e-08
SEC31B	SEC31 homolog B, COPII coat complex component	protein_coding	25956	NA	7934	protein_coding	-1.53695144858559	7.11276077434603	349.597174050802	1.38829092723472e-10	4.15128381888569e-08
SLC39A13	solute carrier family 39 member 13	protein_coding	91252	G3V1B2.84	4579	protein_coding	-1.57715561003355	4.80128466765279	349.444699714949	1.39199725673089e-10	4.15128381888569e-08
ADCY7	adenylate cyclase 7	protein_coding	113	I3L3Q5.46	8595	protein_coding	-1.66823270142004	7.73658404623186	346.355289298627	1.46962094257444e-10	4.27588005462694e-08
CCL5	C-C motif chemokine ligand 5	protein_coding	6352	D0EI67.102	1499	protein_coding	-2.57161733727761	12.0020693445376	344.136845851201	1.52845991609653e-10	4.30160467544244e-08
SEMA4B	semaphorin 4B	protein_coding	10509	H0YLN3.59	6995	protein_coding	-1.46451305656395	3.96634218270108	341.634364725642	1.59813564440053e-10	4.30160467544244e-08
PTPRCAP	protein tyrosine phosphatase receptor type C associated protein	protein_coding	5790	Q14761.142	907	protein_coding	-1.90789240702336	7.85798220508378	340.419785455729	1.63327490384937e-10	4.30160467544244e-08
NPM1	nucleophosmin 1	protein_coding	4869	A0A0S2Z491.34	8311	protein_coding	1.71215099728788	8.36039920789928	340.358038327183	1.63508509447016e-10	4.30160467544244e-08
RNF166	ring finger protein 166	protein_coding	115992	Q96A37.150	4377	protein_coding	-1.94918823249512	6.40120418782324	337.677112069361	1.71596792836994e-10	4.30160467544244e-08
PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	protein_coding	23533	X6R3K3.32	7506	protein_coding	-1.49720747388468	7.59632288769957	337.474875329755	1.72225509201298e-10	4.30160467544244e-08
INSIG1	insulin induced gene 1	protein_coding	3638	A0A024RD68.44	3650	protein_coding	1.58925106338903	6.10593094917677	336.196096659086	1.76263340295063e-10	4.30160467544244e-08
CMSS1	cms1 ribosomal small subunit homolog	protein_coding	84319	Q9BQ75.140	7207	protein_coding	2.95899829688094	3.34726732280926	336.061619366941	1.76694298848755e-10	4.30160467544244e-08
PIGX	phosphatidylinositol glycan anchor biosynthesis class X	protein_coding	54965	C9JLT7.59	4427	protein_coding	1.54885871238132	4.87941957120307	328.830582930446	2.01772364532272e-10	4.70083220523097e-08
STK10	serine/threonine kinase 10	protein_coding	6793	O94804.198	8915	protein_coding	-1.39489285839413	8.83878565177207	327.984412162346	2.0496816655325e-10	4.70083220523097e-08
CYB561	cytochrome b561	protein_coding	1534	P49447.181	5296	protein_coding	-3.07049727683411	3.59218784275173	326.443099932733	2.10941274169514e-10	4.70083220523097e-08
CCL22	C-C motif chemokine ligand 22	protein_coding	6367	O00626.176	2917	protein_coding	8.05285675043744	4.05149902593378	326.341123507139	2.11343527146637e-10	4.70083220523097e-08
PABPC4	poly(A) binding protein cytoplasmic 4	protein_coding	8761	A0A7I2V5W9.1	10274	protein_coding	1.29199507802238	6.39365651502566	325.974640933443	2.12796495165121e-10	4.70083220523097e-08
KIF21B	kinesin family member 21B	protein_coding	23046	O75037.182	12164	protein_coding	-1.13122629335299	7.66208654379306	323.689844768822	2.22120256424671e-10	4.81758643434528e-08
PHGDH	phosphoglycerate dehydrogenase	protein_coding	26227	O43175.216	9187	protein_coding	4.23658433700849	5.01687023451784	322.248275265666	2.28246428038389e-10	4.86205650012489e-08
TMC8	transmembrane channel like 8	protein_coding	147138	NA	5459	protein_coding	-1.35656501895377	8.36831238155374	320.298304537106	2.36847245959485e-10	4.95675578429947e-08
SCCPDH	saccharopine dehydrogenase (putative)	protein_coding	51097	A0A384NPM7.13	2141	protein_coding	1.89836984932296	4.23011252012165	316.776581255111	2.5335047397077e-10	5.15224287662827e-08
DPEP2	dipeptidase 2	protein_coding	64174	Q9H4A9.151	3498	protein_coding	-3.06671186489219	6.00982193409513	316.474650994416	2.54826330556684e-10	5.15224287662827e-08
CYP51A1	cytochrome P450 family 51 subfamily A member 1	protein_coding	1595	NA	4171	protein_coding	2.88906318679713	4.47105456249392	315.54924549997	2.59412201095275e-10	5.15754691144256e-08
PPFIA4	PTPRF interacting protein alpha 4	protein_coding	8497	NA	9718	protein_coding	6.05270524294194	3.11456616527262	313.363724908598	2.70627282326008e-10	5.29231614896222e-08
ATP5MC3	ATP synthase membrane subunit c locus 3	protein_coding	518	P48201.177	3883	protein_coding	1.44204840915829	6.8098733283637	307.526608540659	3.03442709157787e-10	5.8189346150435e-08
ZNF683	zinc finger protein 683	protein_coding	257101	Q8IZ20.160	2379	protein_coding	-5.06450127753311	4.37311973081673	306.524457169252	3.09529260494638e-10	5.8189346150435e-08
MAN1B1	mannosidase alpha class 1B member 1	protein_coding	11253	NA	10873	protein_coding	-1.00618717653719	6.36328165301418	304.674409947703	3.2114096682503e-10	5.8189346150435e-08
ATP5MC1	ATP synthase membrane subunit c locus 1	protein_coding	516	Q6FIH7.145	2615	protein_coding	1.66306072492915	5.01898758393977	304.509835106055	3.2219813147495e-10	5.8189346150435e-08
SFXN1	sideroflexin 1	protein_coding	94081	D6RDG7.66	7407	protein_coding	1.98775256710017	7.31452680275653	303.46590119518	3.28998616846823e-10	5.8189346150435e-08
MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	protein_coding	25902	Q6UB35.162	4891	protein_coding	3.41000560819532	4.41464829388696	303.327717118964	3.29911189883257e-10	5.8189346150435e-08
ZNF641	zinc finger protein 641	protein_coding	121274	Q96N77.161	8502	protein_coding	-1.76949109525324	5.38099893071757	301.760110422006	3.40471727858123e-10	5.8189346150435e-08
IRF1	interferon regulatory factor 1	protein_coding	3659	B4DQF0.47	12265	protein_coding	-1.41400899189069	7.38407126771437	300.731326504366	3.47615228664605e-10	5.8189346150435e-08
CTPS1	CTP synthase 1	protein_coding	1503	NA	11164	protein_coding	1.98175985210997	5.20741320437411	300.337221784897	3.50397631719908e-10	5.8189346150435e-08
MOB2	MOB kinase activator 2	protein_coding	81532	NA	4537	protein_coding	-1.20639616230416	4.81609209347328	299.91405645941	3.53413968711066e-10	5.8189346150435e-08
NDFIP2	Nedd4 family interacting protein 2	protein_coding	54602	Q9NV92.154	4996	protein_coding	2.86206416395513	5.70919340846372	299.627787913225	3.55471558549625e-10	5.8189346150435e-08
FH	fumarate hydratase	protein_coding	2271	NA	9350	protein_coding	1.80665224819098	5.52325481561126	297.963164090463	3.67714854473205e-10	5.8189346150435e-08
MATK	megakaryocyte-associated tyrosine kinase	protein_coding	4145	P42679.209	4138	protein_coding	-2.17556004707832	5.78020431100011	297.953399983043	3.67788096768171e-10	5.8189346150435e-08
TADA2B	transcriptional adaptor 2B	protein_coding	93624	D6RC20.56	5795	protein_coding	-1.61656554389783	5.14644882999562	297.817383174643	3.68810142193749e-10	5.8189346150435e-08
TIPIN	TIMELESS interacting protein	protein_coding	54962	Q9BVW5.148	2739	protein_coding	1.82865768133746	3.71616759870942	297.505235996227	3.71168113981929e-10	5.8189346150435e-08
GGCT	gamma-glutamylcyclotransferase	protein_coding	79017	A0A090N7V5.38	1594	protein_coding	1.88287181871913	4.58711557941634	296.425783307275	3.79458019970402e-10	5.8189346150435e-08
BZW2	basic leucine zipper and W2 domains 2	protein_coding	28969	E7ETZ4.59	3662	protein_coding	1.31343959397203	5.49008713485768	296.294353885589	3.80481934758482e-10	5.8189346150435e-08
CCT7	chaperonin containing TCP1 subunit 7	protein_coding	10574	NA	3585	protein_coding	1.62114611452281	7.43793208195378	294.472572728664	3.95009567111673e-10	5.96464446338627e-08
TMEM63A	transmembrane protein 63A	protein_coding	9725	A1NY77.8	10350	protein_coding	-2.26045652767371	7.25080010649454	291.572422311488	4.19483477293107e-10	6.18828049361809e-08
NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	protein_coding	79731	Q96I59.166	3146	protein_coding	1.64561559959844	3.53008505603605	291.491050025643	4.20195087587447e-10	6.18828049361809e-08
CDC42SE1	CDC42 small effector 1	protein_coding	56882	Q9NRR8.147	4184	protein_coding	-1.63264831111553	9.11917270770604	289.854004634623	4.34812635611095e-10	6.325463329518e-08
NFATC2	nuclear factor of activated T cells 2	protein_coding	4773	Q13469.227	8286	protein_coding	-1.24889341372218	7.146059293053	287.280230404046	4.59002546387681e-10	6.59691732031163e-08
PILRB	paired immunoglobin like type 2 receptor beta	protein_coding	29990	Q9UKJ0.148	5761	protein_coding	-1.92622321035444	7.03753891278087	286.313187298212	4.68491754360435e-10	6.65314064019718e-08
HSPE1	heat shock protein family E (Hsp10) member 1	protein_coding	3336	B8ZZ54.101	1823	protein_coding	2.3662013924167	5.33213574892185	285.74013854505	4.74222031936477e-10	6.6552877870238e-08
HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	protein_coding	57520	NA	23675	protein_coding	3.11338343650092	0.945026839786552	283.908535055338	4.93089379810742e-10	6.83960838577017e-08
EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	protein_coding	2145	Q92800.186	6988	protein_coding	-1.49046973840221	7.06671667470488	282.398768613444	5.09297353864736e-10	6.98322774052004e-08
PNMA3	PNMA family member 3	protein_coding	29944	Q9UL41.143	3748	protein_coding	-3.31218808495554	3.83036062879113	280.739031452469	5.27832168063821e-10	7.15512492367423e-08
MARK2	microtubule affinity regulating kinase 2	protein_coding	2011	Q7KZI7.175	12010	protein_coding	-1.07387339370186	6.31119953549908	279.970410371961	5.36679569652138e-10	7.19331526559591e-08
COQ3	coenzyme Q3, methyltransferase	protein_coding	51805	Q9NZJ6.176	1448	protein_coding	1.85430671535616	2.80979578292296	278.618644469965	5.52659553425315e-10	7.27914793440431e-08
WASHC2C	WASH complex subunit 2C	protein_coding	253725	Q9Y4E1.150	5703	protein_coding	-1.37079121874352	6.71458616799704	278.337448280145	5.56052595769414e-10	7.27914793440431e-08
PLA2G4B	phospholipase A2 group IVB	protein_coding	100137049	P0C869.109	4446	protein_coding	-1.85885839812994	4.65269590127596	277.899148130988	5.61389563220049e-10	7.27914793440431e-08
TBCC	tubulin folding cofactor C	protein_coding	6903	Q15814.159	1606	protein_coding	-1.37120155455783	5.3357456270566	276.381121830401	5.8033794909058e-10	7.42699186180488e-08
FHIP1B	FHF complex subunit HOOK interacting protein 1B	protein_coding	84067	Q8N612.126	4726	protein_coding	-1.30447580118601	5.34890507032372	275.417197773484	5.92754427755652e-10	7.42699186180488e-08
ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	protein_coding	23140	O43149.159	15888	protein_coding	-1.22419110733437	7.38472801165643	275.270659075066	5.94668842268406e-10	7.42699186180488e-08
GMPS	guanine monophosphate synthase	protein_coding	8833	A0A140VJK6.25	8765	protein_coding	1.43757352519868	6.05995313173369	275.040078768254	5.97695715259677e-10	7.42699186180488e-08
KLF13	Kruppel like factor 13	protein_coding	51621	X5DNR2.58	9429	protein_coding	-1.05434215923853	8.90681872357776	274.033462721681	6.11120523957062e-10	7.51552240235442e-08
MDH1	malate dehydrogenase 1	protein_coding	4190	NA	4990	protein_coding	1.35332036831767	6.84331103127288	272.801999270934	6.28021780739577e-10	7.64456308412491e-08
RBBP7	RB binding protein 7, chromatin remodeling factor	protein_coding	5931	Q5JNZ6.121	7340	protein_coding	1.25096516730185	6.99172538923224	271.866552392257	6.41222729684979e-10	7.68418627923738e-08
DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	protein_coding	9149	A0A024R0I0.62	3192	protein_coding	-1.91507610165749	4.06348981419254	271.365533708073	6.48425112789961e-10	7.68418627923738e-08
ARHGAP4	Rho GTPase activating protein 4	protein_coding	393	E9PCM6.79	5580	protein_coding	-1.56392388299265	7.43798646094375	270.776103016062	6.57018748885028e-10	7.68418627923738e-08
YBX1	Y-box binding protein 1	protein_coding	4904	P67809.185	3395	protein_coding	1.55762278477542	7.57743852349881	270.472680886126	6.61493905463234e-10	7.68418627923738e-08
AARS1	alanyl-tRNA synthetase 1	protein_coding	16	P49588.197	10248	protein_coding	1.56920627817151	6.82811747462587	269.948454602159	6.69309158774932e-10	7.68418627923738e-08
ALDH1B1	aldehyde dehydrogenase 1 family member B1	protein_coding	219	A0A384MTJ7.12	3117	protein_coding	2.18926369381751	3.05959261460119	269.907344603508	6.69926542912807e-10	7.68418627923738e-08
CDC25B	cell division cycle 25B	protein_coding	994	B4DIG0.103	3903	protein_coding	-1.77731303628469	8.09853306565558	269.087555941992	6.82376830409746e-10	7.75245067615035e-08
EXOSC8	exosome component 8	protein_coding	11340	NA	13092	protein_coding	1.4306042971623	5.34540348356723	267.820643452128	7.02148734361474e-10	7.90182287943209e-08
IL17RA	interleukin 17 receptor A	protein_coding	23765	NA	9036	protein_coding	-1.95704476052037	6.35804124717036	267.358456573	7.0952642584802e-10	7.91022498499162e-08
ABHD10	abhydrolase domain containing 10, depalmitoylase	protein_coding	55347	F8WBQ6.44	3026	protein_coding	1.36611978844409	4.51949227789676	264.997514723351	7.48643309928979e-10	8.15562847032291e-08
HNRNPC	heterogeneous nuclear ribonucleoprotein C	protein_coding	3183	B4DY08.103	7293	protein_coding	1.2007085923847	8.51849547098192	264.807754497834	7.51894345439363e-10	8.15562847032291e-08
CTDSP1	CTD small phosphatase 1	protein_coding	58190	NA	4614	protein_coding	-1.07540072047261	7.23238011675617	264.219809158137	7.6207153619824e-10	8.15562847032291e-08
CCT8	chaperonin containing TCP1 subunit 8	protein_coding	10694	H7C2U0.62	3341	protein_coding	1.72824608540884	7.40122359609109	264.151227679075	7.63269024463684e-10	8.15562847032291e-08
IGLV2-14	immunoglobulin lambda variable 2-14	IG_V_gene	NA	P01704.118	402	protein_coding	-6.47142271254116	4.07441900408223	264.011101990918	7.65722515446531e-10	8.15562847032291e-08
CAPN12	calpain 12	protein_coding	147968	M0QXJ6.28	5966	protein_coding	-1.72840024506385	4.90709791001047	262.968486308684	7.84267531627348e-10	8.27922777414393e-08
TRMO	tRNA methyltransferase O	protein_coding	51531	Q9BU70.131	3684	protein_coding	-1.76409335075491	4.77663321108944	262.524715743204	7.92318371123247e-10	8.29084723607825e-08
MRPL13	mitochondrial ribosomal protein L13	protein_coding	28998	H0YAX3.53	4209	protein_coding	1.58914086149326	4.84623891900284	261.571557884885	8.09936294073564e-10	8.40150439304657e-08
RENBP	renin binding protein	protein_coding	5973	P51606.173	2047	protein_coding	-1.82557060572862	3.27382681252363	261.174014590212	8.17418191535045e-10	8.4060186265703e-08
NME1	NME/NM23 nucleoside diphosphate kinase 1	protein_coding	4830	A0A384MTW7.12	3415	protein_coding	2.47709651239117	5.42441749697667	260.690771405668	8.26621046825113e-10	8.42800210903998e-08
NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	protein_coding	4712	O95139.178	1386	protein_coding	1.56151517682165	3.93271743926751	258.406802945353	8.71774172002092e-10	8.69150497979782e-08
POU2AF1	POU class 2 homeobox associating factor 1	protein_coding	5450	Q16633.176	6996	protein_coding	4.43296168039696	4.17352009273314	258.120395330517	8.77635497307118e-10	8.69150497979782e-08
SLAMF8	SLAM family member 8	protein_coding	56833	Q9P0V8.152	3178	protein_coding	-5.68875062307277	4.17841850552895	257.609745746118	8.88199560335233e-10	8.69150497979782e-08
FDPS	farnesyl diphosphate synthase	protein_coding	2224	A0A087X090.51	3718	protein_coding	1.62236393907471	6.97748619689132	257.490394965067	8.90689820026847e-10	8.69150497979782e-08
IGLV3-12	immunoglobulin lambda variable 3-12	IG_V_gene	NA	A0A075B6K2.42	356	protein_coding	-5.06218726024815	2.11000413116124	257.361629524932	8.93385591407971e-10	8.69150497979782e-08
OLFM2	olfactomedin 2	protein_coding	93145	K7EKW2.53	2463	protein_coding	-3.55394001047947	3.51644690128993	257.228547530913	8.96181668635369e-10	8.69150497979782e-08
NOL4L	nucleolar protein 4 like	protein_coding	140688	Q96MY1.147	9707	protein_coding	-1.59231422872502	5.0367395261914	256.010679229037	9.22245688407824e-10	8.7881139824675e-08
LAMP1	lysosomal associated membrane protein 1	protein_coding	3916	A0A024RDY3.43	5741	protein_coding	-1.193137918068	6.94940813059677	255.770567861675	9.27487438355617e-10	8.7881139824675e-08
GOT2	glutamic-oxaloacetic transaminase 2	protein_coding	2806	P00505.219	3751	protein_coding	1.56935161342905	6.42722565682631	255.673923019521	9.29606977683712e-10	8.7881139824675e-08
PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	protein_coding	57580	H0YDZ4.52	7509	protein_coding	-1.49401838337418	8.62624294229994	255.287676513694	9.38134042463031e-10	8.7881139824675e-08
EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	protein_coding	9521	O43324.190	2088	protein_coding	1.69860412409179	3.69045906506895	254.733567051852	9.50525700811844e-10	8.7881139824675e-08
KLHL21	kelch like family member 21	protein_coding	9903	Q9UJP4.169	6670	protein_coding	-1.16895415318923	5.82104594534272	254.018914551651	9.6678862032319e-10	8.7881139824675e-08
BATF3	basic leucine zipper ATF-like transcription factor 3	protein_coding	55509	NA	2569	protein_coding	5.00810655083251	2.63829545982208	253.939795464505	9.68608824172303e-10	8.7881139824675e-08
MAP3K12	mitogen-activated protein kinase kinase kinase 12	protein_coding	7786	Q12852.194	7971	protein_coding	-1.41037016755708	5.71328459511614	253.899695929744	9.69532864656428e-10	8.7881139824675e-08
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	protein_coding	51144	Q53GQ0.156	7716	protein_coding	2.47584434141016	3.50535230409825	253.730651016997	9.73439522260335e-10	8.7881139824675e-08
NME1-NME2	NME1-NME2 readthrough	protein_coding	654364	NA	1241	protein_coding	1.5756010979687	7.34321362345351	253.138271265334	9.8727415740258e-10	8.7881139824675e-08
CALHM2	calcium homeostasis modulator family member 2	protein_coding	51063	Q9HA72.139	3108	protein_coding	-1.6757349675002	6.03087290821643	252.879266235315	9.93394516288264e-10	8.7881139824675e-08
AHNAK	AHNAK nucleoprotein	protein_coding	79026	E9PJC6.67	19466	protein_coding	-2.04400213583535	11.3020321755154	252.830691963283	9.94547227456712e-10	8.7881139824675e-08
JMJD7-PLA2G4B	JMJD7-PLA2G4B readthrough	protein_coding	8681	NA	7862	protein_coding	-1.76478077883835	5.63797704734384	252.098975003293	1.01210037346117e-09	8.87745981986642e-08
CCT4	chaperonin containing TCP1 subunit 4	protein_coding	10575	P50991.200	2701	protein_coding	1.69837841134894	7.06795396020819	251.296702156958	1.03175996928959e-09	8.98384282748575e-08
UBA2	ubiquitin like modifier activating enzyme 2	protein_coding	10054	U3KQ55.45	4815	protein_coding	1.10829554333039	6.66202691775662	250.841512016023	1.04311091217135e-09	9.0168623705015e-08
HLTF	helicase like transcription factor	protein_coding	6596	A0A0C4DGA6.56	6024	protein_coding	1.41313625998223	5.00780912427107	249.806759618394	1.06945664906006e-09	9.17809235009887e-08
COPG2	COPI coat complex subunit gamma 2	protein_coding	26958	A0A140VK12.28	4139	protein_coding	2.09621210206343	4.80595541791115	249.449088319364	1.0787419637323e-09	9.19165206097331e-08
SUN2	Sad1 and UNC84 domain containing 2	protein_coding	25777	NA	8354	protein_coding	-2.06807692943305	9.55662116090586	247.947520962865	1.11875623941877e-09	9.39739543142653e-08
CHD1L	chromodomain helicase DNA binding protein 1 like	protein_coding	9557	A0A494C179.12	4301	protein_coding	1.07504375009087	6.22121044201384	247.821718821327	1.12218601726542e-09	9.39739543142653e-08
DLD	dihydrolipoamide dehydrogenase	protein_coding	1738	NA	5102	protein_coding	1.28444312423032	6.10502879807813	247.655030237606	1.12674927081791e-09	9.39739543142653e-08
GIMAP1	GTPase, IMAP family member 1	protein_coding	170575	NA	4797	protein_coding	-2.59862954384625	6.58926690552239	246.966759022026	1.14582035664709e-09	9.39739543142653e-08
KMT2D	lysine methyltransferase 2D	protein_coding	8085	NA	25436	protein_coding	-1.30172922178193	8.1430686970827	246.89694980929	1.14777547975307e-09	9.39739543142653e-08
PGD	phosphogluconate dehydrogenase	protein_coding	5226	K7EM49.51	3333	protein_coding	1.51089708620088	6.14148699538164	246.560155051835	1.15726244058049e-09	9.39739543142653e-08
THBS3	thrombospondin 3	protein_coding	7059	NA	4623	protein_coding	-1.45268022401675	4.62421429002344	246.532953036141	1.15803263343088e-09	9.39739543142653e-08
DNASE1	deoxyribonuclease 1	protein_coding	1773	I3L0Z9.49	11249	protein_coding	-2.03772103782788	6.59991157304673	245.987724103654	1.17359607590757e-09	9.45934296587931e-08
LILRB3	leukocyte immunoglobulin like receptor B3	protein_coding	107987462	C9JWL8.66	3736	protein_coding	-4.39806021994094	1.57759524204887	245.034816804134	1.2013821758793e-09	9.61831407789544e-08
