SYMBOL	DESCRIPTION	GENEBIOTYPE	ENTREZID	UNIPROTID	LENGTH	METABIOTYPE	logFC	logCPM	F	PValue	FDR
TGIF1	TGFB induced factor homeobox 1	protein_coding	7050	F8VWK5.70	8121	protein_coding	0.943810239034095	5.0119070668911	83.5813673443127	6.29516551058782e-07	0.000272363940003015
BAIAP3	BAI1 associated protein 3	protein_coding	8938	NA	6109	protein_coding	2.44837547207386	3.35590974131823	83.3491637279145	6.39298375394788e-07	0.000272363940003015
RPA1	replication protein A1	protein_coding	6117	I3L524.59	5492	protein_coding	-0.719839529466509	7.71522997766149	82.6388852709223	6.70330970139239e-07	0.000273623634963238
PLA2G6	phospholipase A2 group VI	protein_coding	8398	O60733.206	8150	protein_coding	0.824854901295351	5.88190137013417	82.1097895811229	6.94584316989371e-07	0.000273623634963238
TTYH2	tweety family member 2	protein_coding	94015	Q9BSA4.145	5318	protein_coding	1.44733493677511	5.29191633705471	81.3901304563577	7.2922351199722e-07	0.000273623634963238
C16orf54	chromosome 16 open reading frame 54	protein_coding	283897	Q6UWD8.120	2569	protein_coding	0.735644729353373	6.45987060880502	80.5688694538904	7.7122515943037e-07	0.000273623634963238
MAGOHB	mago homolog B, exon junction complex subunit	protein_coding	55110	A0A023T6R1.55	4839	protein_coding	-0.829483465674988	3.55533338659533	80.2960597618198	7.85792862279132e-07	0.000273623634963238
HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	protein_coding	51144	Q53GQ0.156	7716	protein_coding	-1.3475453974519	3.50535230409825	80.2095500753424	7.90478769849817e-07	0.000273623634963238
IGBP1	immunoglobulin binding protein 1	protein_coding	3476	P78318.183	1864	protein_coding	0.597540820969892	6.45571309561722	79.9845429763368	8.02818947414984e-07	0.000273623634963238
ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	protein_coding	92092	Q96H79.131	1766	protein_coding	1.487204808151	2.89586737344662	79.321484350709	8.40502023397529e-07	0.000273986851700695
EVA1B	eva-1 homolog B	protein_coding	55194	NA	1242	protein_coding	1.68202787505244	2.86014968003942	79.1628158288896	8.49820899733902e-07	0.000273986851700695
HIF1A	hypoxia inducible factor 1 subunit alpha	protein_coding	3091	NA	5151	protein_coding	-0.628865066622369	6.92360783376708	78.1309400039507	9.13430475623963e-07	0.000286745056413638
PRF1	perforin 1	protein_coding	5551	A0A1W2PR25.12	2518	protein_coding	1.10909482201483	9.43007136481538	77.3691000712837	9.63945201857316e-07	0.000291760499512275
FLNA	filamin A	protein_coding	2316	F8WE98.78	10860	protein_coding	0.781018073432493	10.8632609979811	77.1606837398354	9.78323411894627e-07	0.000291760499512275
PRR5	proline rich 5	protein_coding	55615	B1AHG4.76	5241	protein_coding	1.08575134022928	4.48067949061126	76.643198313624	1.01511108743338e-06	0.000295347808829093
PLCD1	phospholipase C delta 1	protein_coding	5333	NA	4194	protein_coding	1.16934143769873	5.18093686732028	74.9181396169031	1.14985187039684e-06	0.000320017341082501
STAT5B	signal transducer and activator of transcription 5B	protein_coding	6777	P51692.210	6438	protein_coding	0.576502566786592	8.17474574510773	74.8740976479144	1.1535540000459e-06	0.000320017341082501
SEMA4B	semaphorin 4B	protein_coding	10509	H0YLN3.59	6995	protein_coding	0.669464007644643	3.96634218270108	74.0311698435474	1.22714229207887e-06	0.000332695009141109
SYNGAP1	synaptic Ras GTPase activating protein 1	protein_coding	8831	NA	8277	protein_coding	0.793852693823752	6.63429318092302	73.3764273527314	1.28806943073003e-06	0.000341452894203968
HLTF	helicase like transcription factor	protein_coding	6596	A0A0C4DGA6.56	6024	protein_coding	-0.754721965370064	5.00780912427107	72.7486770780421	1.34979873630938e-06	0.00035003802446597
RHBDF2	rhomboid 5 homolog 2	protein_coding	79651	NA	7055	protein_coding	0.905556171952495	5.53117416931669	71.7854840111288	1.45130424637007e-06	0.000352738979481291
FYN	FYN proto-oncogene, Src family tyrosine kinase	protein_coding	2534	P06241.258	7411	protein_coding	0.596820322248576	8.4380085926895	71.4418182440125	1.48964251869642e-06	0.000352738979481291
RNPEPL1	arginyl aminopeptidase like 1	protein_coding	57140	C9JSI2.57	7970	protein_coding	0.756073617724512	7.0436869994358	70.7748180073654	1.56745056608138e-06	0.000352738979481291
TTLL3	tubulin tyrosine ligase like 3	protein_coding	26140	C9JWZ9.60	10415	protein_coding	0.874802255490149	6.83678062687513	70.7729230245209	1.56767823493479e-06	0.000352738979481291
MRPL10	mitochondrial ribosomal protein L10	protein_coding	124995	Q7Z7H8.136	2771	protein_coding	1.08791033399311	6.32540989839179	70.7594466279276	1.56929843465403e-06	0.000352738979481291
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	protein_coding	11093	NA	5708	protein_coding	1.09653984225918	2.21851067909392	70.7350389186095	1.57223779267706e-06	0.000352738979481291
ATL3	atlastin GTPase 3	protein_coding	25923	Q6DD88.138	7600	protein_coding	-0.651904278283056	5.4463170516784	70.6787388588762	1.57904222379159e-06	0.000352738979481291
RPS6KA5	ribosomal protein S6 kinase A5	protein_coding	9252	O75582.207	27982	protein_coding	-0.861875263249375	5.88781812587299	70.4179349899075	1.61101150165002e-06	0.000352738979481291
ADO	2-aminoethanethiol dioxygenase	protein_coding	84890	Q96SZ5.146	3760	protein_coding	-0.866270677794561	4.90629484619695	70.0267426150044	1.66038053692565e-06	0.000352738979481291
TMCC2	transmembrane and coiled-coil domain family 2	protein_coding	9911	O75069.150	5822	protein_coding	1.7583646014889	2.47762631322359	69.7279637071619	1.69926946372044e-06	0.000352738979481291
NLN	neurolysin	protein_coding	57486	Q9BYT8.165	10939	protein_coding	-1.23200642691592	2.80390646602402	69.6943858441724	1.70370555199119e-06	0.000352738979481291
CORO7-PAM16	CORO7-PAM16 readthrough	protein_coding	100529144	A0A0A6YYL4.58	3815	protein_coding	0.895947626868429	6.54074583823531	69.6089571312835	1.7150524612218e-06	0.000352738979481291
EXOSC8	exosome component 8	protein_coding	11340	NA	13092	protein_coding	-0.718323902784292	5.34540348356723	69.2203909065532	1.7677805928877e-06	0.000357421265975549
GOLGA8N	golgin A8 family member N	protein_coding	643699	NA	7602	protein_coding	-2.01985294312926	1.71696467054179	68.4367655751353	1.87993866608266e-06	0.000373763139128334
S1PR1	sphingosine-1-phosphate receptor 1	protein_coding	1901	A0A3B3IUD4.13	5223	protein_coding	1.5396424365485	6.42719984458506	68.187826138599	1.91727915192414e-06	0.000373986107348676
UNKL	unk like zinc finger	protein_coding	64718	A0A0A0MRZ1.51	7494	protein_coding	0.843187543006175	4.9010871350688	67.8222045119726	1.97369093259662e-06	0.000373986107348676
DPEP2	dipeptidase 2	protein_coding	64174	Q9H4A9.151	3498	protein_coding	1.326043197345	6.00982193409513	67.8131437224394	1.97511314971637e-06	0.000373986107348676
SLC39A8	solute carrier family 39 member 8	protein_coding	64116	Q9C0K1.146	8482	protein_coding	-1.07109748326148	6.04298154731512	67.5503065842574	2.01689056245479e-06	0.00037592949249255
BCL9L	BCL9 like	protein_coding	283149	Q86UU0.144	10788	protein_coding	0.729073616787053	6.82589873227495	66.5851555061784	2.17933420026878e-06	0.000397809385148958
USF2	upstream transcription factor 2, c-fos interacting	protein_coding	7392	Q15853.187	4968	protein_coding	0.618298756375286	6.66460903987409	66.4628977076709	2.20097404810388e-06	0.000397809385148958
ICAM3	intercellular adhesion molecule 3	protein_coding	3385	A0A024R7C1.40	2788	protein_coding	0.604556950547304	7.33059415269654	66.1287822484558	2.26139459791438e-06	0.000398866909260345
CORO7	coronin 7	protein_coding	79585	P57737.172	8793	protein_coding	0.900509158886727	6.88322138798729	66.0620109440767	2.27369853547686e-06	0.000398866909260345
INO80B-WBP1	INO80B-WBP1 readthrough (NMD candidate)	protein_coding	NA	J3KQ70.70	2040	protein_coding	0.737076224673318	5.9886455160042	65.5941454546076	2.36212133316581e-06	0.000408373121497608
TANK	TRAF family member associated NFKB activator	protein_coding	10010	Q92844.200	5586	protein_coding	-0.484378487621492	6.61523188629204	65.2386726925047	2.43197182300318e-06	0.000410221938324068
CREB3L3	cAMP responsive element binding protein 3 like 3	protein_coding	84699	Q68CJ9.158	2648	protein_coding	1.57585916601127	4.30287111099452	65.1223579348933	2.45534527965037e-06	0.000410221938324068
PRR29	proline rich 29	protein_coding	92340	P0C7W0.77	4143	protein_coding	1.68096743330281	1.38039232523054	65.0207275256906	2.47598118529071e-06	0.000410221938324068
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1	protein_coding	80176	A0A024R4G8.41	3389	protein_coding	1.65918563733605	3.63133471695769	64.8093663097467	2.51954471342745e-06	0.000410808579353886
KLHL5	kelch like family member 5	protein_coding	51088	Q96PQ7.165	9168	protein_coding	-0.676377485532687	5.11345484765355	64.5326758910249	2.57792237613545e-06	0.000410808579353886
DNAJC5	DnaJ heat shock protein family (Hsp40) member C5	protein_coding	80331	Q9H3Z4.178	5343	protein_coding	0.502134597143751	6.71415919412137	64.5097216280783	2.58283539706107e-06	0.000410808579353886
HDAC5	histone deacetylase 5	protein_coding	10014	Q9UQL6.213	7618	protein_coding	1.03557187450158	5.82972756239299	64.1570513709838	2.65969998329322e-06	0.000411680015974247
TKFC	triokinase and FMN cyclase	protein_coding	26007	NA	8126	protein_coding	0.78511422320346	4.61330046195176	64.1332050808033	2.66499224574508e-06	0.000411680015974247
LITAF	lipopolysaccharide induced TNF factor	protein_coding	9516	Q99732.185	5058	protein_coding	1.00567924907895	7.99059865827863	64.0130411689012	2.69184686444725e-06	0.000411680015974247
PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	protein_coding	10606	D6RF62.87	7516	protein_coding	-1.20457677846237	6.65509510698789	63.375119524639	2.83977229578772e-06	0.000428805616663945
TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)	protein_coding	NA	K7ERE1.48	2557	protein_coding	0.595938219726679	6.15380819311749	63.165117640754	2.89051445757081e-06	0.000431011837054528
PIH1D1	PIH1 domain containing 1	protein_coding	55011	NA	3331	protein_coding	0.69820150306308	6.14970082946706	62.418477526977	3.07962814585397e-06	0.000453541779652988
CTPS1	CTP synthase 1	protein_coding	1503	NA	11164	protein_coding	-0.881389757632528	5.20741320437411	62.2609116508733	3.12134737911306e-06	0.00045407991323707
PRR5L	proline rich 5 like	protein_coding	79899	NA	6616	protein_coding	1.28915988362452	5.42158726394899	62.0373644585117	3.18166548012921e-06	0.00045727816280074
CCR4	C-C motif chemokine receptor 4	protein_coding	1233	A0N0Q1.124	3025	protein_coding	2.15088478367745	6.65709524112496	61.5431010281241	3.31988754801915e-06	0.000471463554289529
RASSF1	Ras association domain family member 1	protein_coding	11186	Q9NS23.178	3683	protein_coding	0.736625069597765	7.09715630871849	61.2733720040015	3.39824733967129e-06	0.00047186316816165
PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough	protein_coding	553158	B1AHC3.107	3264	protein_coding	1.13078247118898	2.90886043059056	61.1673213946894	3.42964186194842e-06	0.00047186316816165
SELENOI	selenoprotein I	protein_coding	85465	C9JEZ2.62	8489	protein_coding	-0.799924199856985	4.91575365083675	61.0987117168312	3.45013165627967e-06	0.00047186316816165
MINK1	misshapen like kinase 1	protein_coding	50488	Q8N4C8.187	7865	protein_coding	0.646982835608892	7.30399305231512	60.9964825469427	3.48092537498744e-06	0.00047186316816165
PIK3R5	phosphoinositide-3-kinase regulatory subunit 5	protein_coding	23533	X6R3K3.32	7506	protein_coding	0.623856878452098	7.59632288769957	60.7560566961777	3.55461066884902e-06	0.000476437647962921
MMD	monocyte to macrophage differentiation associated	protein_coding	23531	Q15546.154	3193	protein_coding	-1.5312441994845	4.1150130122789	60.5673275003468	3.61371993795967e-06	0.000478978501554677
RASA3	RAS p21 protein activator 3	protein_coding	22821	Q14644.188	4775	protein_coding	1.31739678327554	7.04971997958968	60.3662127462569	3.67796566900177e-06	0.000482136840280463
LMBR1L	limb development membrane protein 1 like	protein_coding	55716	A0A024R0Y9.44	5462	protein_coding	0.632123249795415	6.05740988561657	60.1020315284074	3.76437945755002e-06	0.00048810089727298
DPP4	dipeptidyl peptidase 4	protein_coding	1803	NA	14432	protein_coding	-0.746530202542284	7.82781412456573	59.228280760005	4.06741103258144e-06	0.000521001607636145
CD248	CD248 molecule	protein_coding	57124	Q9HCU0.159	2551	protein_coding	-1.87148800564627	2.05127933327087	59.1238960133933	4.10546995706242e-06	0.000521001607636145
CD72	CD72 molecule	protein_coding	971	Q5TLG3.140	2925	protein_coding	1.02616275124538	4.38756143817134	58.7824386630723	4.23288005418977e-06	0.000526789924628813
CNN2	calponin 2	protein_coding	1265	Q99439.190	3640	protein_coding	0.847940056866731	8.54820979770704	58.7652799627294	4.2394025286584e-06	0.000526789924628813
HLA-DOA	major histocompatibility complex, class II, DO alpha	protein_coding	3111	X5CF87.61	3987	protein_coding	1.30023403101514	4.41848968746153	58.5745591319056	4.31269022525092e-06	0.00053037197625792
TMEM219	transmembrane protein 219	protein_coding	124446	A0A024R618.47	2377	protein_coding	0.617556551579637	5.56070699153042	58.0259414297521	4.53183140324958e-06	0.000534513302937292
NREP	neuronal regeneration related protein	protein_coding	9315	D6REJ5.61	9308	protein_coding	-1.53258645891298	1.06886991291777	58.0149263743628	4.53636162685099e-06	0.000534513302937292
INO80B	INO80 complex subunit B	protein_coding	83444	C9JKY0.53	1442	protein_coding	0.795110835916628	4.34713148926149	58.0057105672305	4.54015589549595e-06	0.000534513302937292
KLC4	kinesin light chain 4	protein_coding	89953	Q9NSK0.182	6417	protein_coding	0.748955901169267	4.45449306682771	57.9863638967225	4.54813314238641e-06	0.000534513302937292
TLE5	TLE family member 5, transcriptional modulator	protein_coding	166	NA	5236	protein_coding	0.623642755227298	8.93441963128024	57.9325578107524	4.57040463572838e-06	0.000534513302937292
MAN1B1	mannosidase alpha class 1B member 1	protein_coding	11253	NA	10873	protein_coding	0.433101526883255	6.36328165301418	57.4656589414716	4.7690629704727e-06	0.000549004208125039
POLL	DNA polymerase lambda	protein_coding	27343	NA	5420	protein_coding	0.53961064004453	5.04657713116363	57.4260861960867	4.78635574188985e-06	0.000549004208125039
WRN	WRN RecQ like helicase	protein_coding	7486	A0A494C0M3.8	8222	protein_coding	-0.675635403389593	4.62261476208471	57.2797696868098	4.85092817199024e-06	0.000551111639654015
TRAV41	T cell receptor alpha variable 41	TR_V_gene	NA	A0A0B4J266.31	336	protein_coding	-1.12556502749066	2.3111081298295	57.0157085244514	4.97003608104656e-06	0.000555803338597938
YIPF3	Yip1 domain family member 3	protein_coding	25844	Q9GZM5.149	3043	protein_coding	0.52239940869332	6.2387365870719	56.9821593782119	4.98541011232957e-06	0.000555803338597938
LILRB3	leukocyte immunoglobulin like receptor B3	protein_coding	107987462	C9JWL8.66	3736	protein_coding	1.95865945795837	1.57759524204887	56.4501583225085	5.23672176189677e-06	0.000575409452469789
HSP90AB1	heat shock protein 90 alpha family class B member 1	protein_coding	3326	A0A024RD80.58	2980	protein_coding	-0.806934596337163	9.37915476561797	56.4070021810883	5.25774417966359e-06	0.000575409452469789
ZNF93	zinc finger protein 93	protein_coding	81931	NA	5579	protein_coding	-1.12785694197861	2.00012787457692	55.8847071066311	5.52007942291799e-06	0.000598627522145352
CTDSP1	CTD small phosphatase 1	protein_coding	58190	NA	4614	protein_coding	0.488979803882343	7.23238011675617	55.6222561876823	5.65761049472378e-06	0.000608014735059099
NRROS	negative regulator of reactive oxygen species	protein_coding	375387	Q86YC3.149	2902	protein_coding	0.696659799816068	3.98385688180579	55.2841077782495	5.84070412228091e-06	0.000615693313164608
ERP29	endoplasmic reticulum protein 29	protein_coding	10961	P30040.211	3049	protein_coding	0.595436524799156	7.02134283038385	55.0841105835325	5.95222367581353e-06	0.000615693313164608
MECP2	methyl-CpG binding protein 2	protein_coding	4204	D3YJ43.94	18999	protein_coding	0.544538972937368	7.25812581347292	55.0741632634734	5.95783445183251e-06	0.000615693313164608
IGLV2-14	immunoglobulin lambda variable 2-14	IG_V_gene	NA	P01704.118	402	protein_coding	2.32398968858218	4.07441900408223	54.9959061507974	6.00218969832454e-06	0.000615693313164608
CMSS1	cms1 ribosomal small subunit homolog	protein_coding	84319	Q9BQ75.140	7207	protein_coding	-1.1329766245963	3.34726732280926	54.9317798362889	6.03882117327676e-06	0.000615693313164608
IQSEC1	IQ motif and Sec7 domain ArfGEF 1	protein_coding	9922	Q6DN90.161	10181	protein_coding	0.681754163132712	6.54358192168142	54.8517483359925	6.08490230731803e-06	0.000615693313164608
SLC39A13	solute carrier family 39 member 13	protein_coding	91252	G3V1B2.84	4579	protein_coding	0.610735668081685	4.80128466765279	54.8253254425521	6.10020565463591e-06	0.000615693313164608
CCR3	C-C motif chemokine receptor 3	protein_coding	105377067	NA	6097	protein_coding	3.50654918998296	5.05494299757858	54.7536118323981	6.14196531700799e-06	0.000615693313164608
HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	protein_coding	3257	Q92902.182	5285	protein_coding	0.575131811741504	6.5604859738818	54.384872865733	6.3619883013673e-06	0.000632434653725088
C1QTNF6	C1q and TNF related 6	protein_coding	114904	A0A024R1J0.45	7144	protein_coding	0.991343101449374	5.31358039560843	54.0730576831732	6.55519576840081e-06	0.000643304128676704
IDH3A	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	protein_coding	3419	NA	6823	protein_coding	-0.692885080780206	4.83411738172664	54.0350853547047	6.57918548902321e-06	0.000643304128676704
HMOX1	heme oxygenase 1	protein_coding	3162	B1AHA8.83	2306	protein_coding	2.26938340335753	5.1098952687921	53.8289799611907	6.71118475735227e-06	0.000650875796507766
PLSCR3	phospholipid scramblase 3	protein_coding	57048	Q9NRY6.177	2833	protein_coding	0.582111633055917	5.88280466432052	53.6402730795436	6.83473892585716e-06	0.00065751290843992
BATF3	basic leucine zipper ATF-like transcription factor 3	protein_coding	55509	NA	2569	protein_coding	-2.0294907835728	2.63829545982208	53.3866429381988	7.00497678308322e-06	0.000665528011613612
ABHD14B	abhydrolase domain containing 14B	protein_coding	84836	V9HW87.65	3161	protein_coding	0.417861787572959	6.34350794428685	53.3504967855672	7.02963613574609e-06	0.000665528011613612
CEBPD	CCAAT enhancer binding protein delta	protein_coding	1052	P49716.167	1252	protein_coding	1.86522521691089	0.785743812043571	53.2520374046721	7.09731816547766e-06	0.000666644947999866
STK17B	serine/threonine kinase 17b	protein_coding	9262	Q53QE7.143	6566	protein_coding	-0.726181562815529	8.08440973166851	53.0991395611659	7.20392435579676e-06	0.00067137198156484
MYO1F	myosin IF	protein_coding	4542	O00160.195	8561	protein_coding	1.01146003856117	8.84939200473798	52.5350773351724	7.61358712419173e-06	0.000699703321282445
LZTS1	leucine zipper tumor suppressor 1	protein_coding	11178	Q9Y250.162	5706	protein_coding	-2.27795117596612	3.98724250453274	52.5195566709824	7.62523528935518e-06	0.000699703321282445
SORT1	sortilin 1	protein_coding	6272	Q99523.203	9127	protein_coding	-1.25323074237063	1.9119296257136	52.3876253466928	7.72508720188489e-06	0.000700231195200437
PANK4	pantothenate kinase 4 (inactive)	protein_coding	55229	Q9NVE7.168	5072	protein_coding	0.62548998027008	5.37010141588991	52.3571232629261	7.7483877748728e-06	0.000700231195200437
SYPL1	synaptophysin like 1	protein_coding	6856	Q16563.162	2783	protein_coding	-1.04909703559486	3.84410814952888	52.2297710220504	7.84655626188565e-06	0.000703771200361157
CORO1B	coronin 1B	protein_coding	57175	A0A024R5K1.53	5327	protein_coding	0.64896090989693	7.94464746711661	52.026334779876	8.00637951040879e-06	0.000712747023728854
PAN2	poly(A) specific ribonuclease subunit PAN2	protein_coding	9924	Q504Q3.156	7282	protein_coding	0.473170076520083	6.49776464869655	51.8658129502739	8.13515458982574e-06	0.000714123216876132
UBA2	ubiquitin like modifier activating enzyme 2	protein_coding	10054	U3KQ55.45	4815	protein_coding	-0.499511192170166	6.66202691775662	51.8578962945308	8.14156739836985e-06	0.000714123216876132
SPIDR	scaffold protein involved in DNA repair	protein_coding	23514	Q14159.132	7174	protein_coding	0.560524160257539	5.50428235496155	51.415912956212	8.50906481546056e-06	0.000736254767541132
PPIL1	peptidylprolyl isomerase like 1	protein_coding	51645	NA	1589	protein_coding	-0.731129360585382	4.28618365780678	51.397543660492	8.52474962465034e-06	0.000736254767541132
APOO	apolipoprotein O	protein_coding	79135	A0A0J9YXT7.22	2357	protein_coding	-0.842704451904414	2.36827890485594	51.3342581385528	8.57904373277034e-06	0.000736254767541132
AK1	adenylate kinase 1	protein_coding	203	Q6FGX9.148	2593	protein_coding	0.83243932396137	5.71198742799243	51.0108802790385	8.86281118666925e-06	0.000752096047745821
ZYX	zyxin	protein_coding	7791	H7C3R3.62	3267	protein_coding	0.722816468352388	7.33407549208685	50.9808328133044	8.88972610714735e-06	0.000752096047745821
ZNF486	zinc finger protein 486	protein_coding	90649	M0QXQ0.47	4273	protein_coding	-1.08080661505816	2.35256114569988	50.6916223596882	9.15368729371018e-06	0.000761675826493878
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein_coding	6654	NA	22984	protein_coding	-0.816078886949628	8.79878592300774	50.6846261379711	9.160184340489e-06	0.000761675826493878
HRH2	histamine receptor H2	protein_coding	3274	P25021.181	5675	protein_coding	-2.64158105469915	3.71238630672431	50.6461455291534	9.19601505946957e-06	0.000761675826493878
KIAA1671	KIAA1671	protein_coding	85379	Q9BY89.128	16453	protein_coding	0.832774236856354	5.6419147625272	50.5498140585007	9.28642734585693e-06	0.000761675826493878
OXNAD1	oxidoreductase NAD binding domain containing 1	protein_coding	92106	Q96HP4.125	6095	protein_coding	-0.590530109864245	5.75985650705043	50.511986084506	9.32221231185398e-06	0.000761675826493878
DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	protein_coding	9149	A0A024R0I0.62	3192	protein_coding	0.79885668716632	4.06348981419254	50.2499076916922	9.57457214277702e-06	0.000770269678233344
AKAP8L	A-kinase anchoring protein 8 like	protein_coding	26993	Q9ULX6.194	8576	protein_coding	0.58240712027497	6.31573086141217	50.2379251376047	9.58629828654805e-06	0.000770269678233344
TMEM38A	transmembrane protein 38A	protein_coding	79041	Q9H6F2.128	2987	protein_coding	1.82391717614108	0.78856009825066	50.2024553644405	9.62110671948766e-06	0.000770269678233344
SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	protein_coding	222663	Q8IX30.157	7819	protein_coding	1.74187531117177	2.55725003914083	49.6926118014399	1.01379885752601e-05	0.000806240438095187
NOSIP	nitric oxide synthase interacting protein	protein_coding	51070	Q9Y314.157	4477	protein_coding	0.722995899106417	5.67357774656461	49.5270654223577	1.0312690814515e-05	0.000810037199485155
CAPN12	calpain 12	protein_coding	147968	M0QXJ6.28	5966	protein_coding	0.730709538886185	4.90709791001047	49.518766351318	1.03215403069615e-05	0.000810037199485155
CEP164	centrosomal protein 164	protein_coding	22897	E9PI05.66	12896	protein_coding	0.526579210014443	5.65808858385123	49.2975963968932	1.0560653281634e-05	0.000818286076324542
