SYMBOL	DESCRIPTION	GENEBIOTYPE	ENTREZID	UNIPROTID	LENGTH	METABIOTYPE	logFC	logCPM	F	PValue	FDR
NCALD	neurocalcin delta	protein_coding	83988	B2RB70.114	8043	protein_coding	0.866944311673435	6.49933764890984	114.139175406168	1.08571991765024e-07	2.79347079766287e-05
BAIAP3	BAI1 associated protein 3	protein_coding	8938	NA	6109	protein_coding	2.93675702968625	3.35590974131823	113.867932132969	1.10062140573522e-07	2.79347079766287e-05
MYBL1	MYB proto-oncogene like 1	protein_coding	4603	P10243.191	7239	protein_coding	-2.97342275837878	4.22907001494259	113.437481024261	1.1247585207811e-07	2.79525924883285e-05
TNFRSF11A	TNF receptor superfamily member 11a	protein_coding	8792	Q9Y6Q6.180	8995	protein_coding	2.25012750206001	4.12614974152085	113.01409020151	1.14909990966489e-07	2.7974720045699e-05
ANK1	ankyrin 1	protein_coding	286	P16157.228	10797	protein_coding	4.09303300014969	3.82159616306432	112.015595114475	1.20896134423128e-07	2.86190587138875e-05
PITPNM2	phosphatidylinositol transfer protein membrane associated 2	protein_coding	57605	Q9BZ72.138	9499	protein_coding	1.98039142729955	4.40640462824724	111.780931475486	1.22354932886936e-07	2.86190587138875e-05
STN1	STN1 subunit of CST complex	protein_coding	79991	Q9H668.163	6569	protein_coding	-0.990652614197818	5.89764528149507	111.074827409301	1.26869012462038e-07	2.91042394165317e-05
GPX7	glutathione peroxidase 7	protein_coding	2882	Q96SL4.169	1692	protein_coding	0.930507810361597	3.70909271588963	110.120974820177	1.33276815732571e-07	2.98712430284278e-05
CTPS1	CTP synthase 1	protein_coding	1503	NA	11164	protein_coding	-1.17765024177288	5.20741320437411	109.622326237535	1.36775495558229e-07	2.98712430284278e-05
HSD17B7	hydroxysteroid 17-beta dehydrogenase 7	protein_coding	51478	NA	4784	protein_coding	0.822436609276921	4.83637881435347	109.321375637734	1.38938525281524e-07	2.98712430284278e-05
FCER1G	Fc fragment of IgE receptor Ig	protein_coding	2207	NA	964	protein_coding	2.97289417505506	3.50743023258943	108.274975031467	1.46773927653943e-07	2.98712430284278e-05
CREB3L3	cAMP responsive element binding protein 3 like 3	protein_coding	84699	Q68CJ9.158	2648	protein_coding	2.06151534738028	4.30287111099452	107.963838516921	1.49201616092979e-07	2.98712430284278e-05
RITA1	RBPJ interacting and tubulin associated 1	protein_coding	84934	A0A024RBL1.52	2309	protein_coding	1.0450492073674	4.46350957082903	107.958872057655	1.49240743106171e-07	2.98712430284278e-05
PHKA1	phosphorylase kinase regulatory subunit alpha 1	protein_coding	5255	P46020.185	6350	protein_coding	3.27334854872798	2.15203650737004	107.952296422218	1.49292565901805e-07	2.98712430284278e-05
ACVR1B	activin A receptor type 1B	protein_coding	91	P36896.225	5658	protein_coding	-2.84924066806755	0.605153719024585	107.7103898864	1.5121360896729e-07	2.98712430284278e-05
SLC20A1	solute carrier family 20 member 1	protein_coding	6574	A7LNJ1.99	5493	protein_coding	-0.995353697693174	6.62948359240127	107.519561080562	1.52749251800997e-07	2.98712430284278e-05
CD109	CD109 molecule	protein_coding	135228	Q6YHK3.141	9782	protein_coding	2.37846078468091	5.18742556333184	106.601288115219	1.60396197404985e-07	3.0553421861289e-05
TGIF1	TGFB induced factor homeobox 1	protein_coding	7050	F8VWK5.70	8121	protein_coding	1.06780057831999	5.0119070668911	106.48913822242	1.61360179165161e-07	3.0553421861289e-05
SCUBE3	signal peptide, CUB domain and EGF like domain containing 3	protein_coding	222663	Q8IX30.157	7819	protein_coding	2.58436689971306	2.55725003914083	104.644296425292	1.78222293967449e-07	3.23477784288808e-05
TIAM1	TIAM Rac1 associated GEF 1	protein_coding	7074	A0A2X0TW27.21	9198	protein_coding	-2.05954356077253	5.46575524170446	104.632565996723	1.78335861674353e-07	3.23477784288808e-05
URB2	URB2 ribosome biogenesis homolog	protein_coding	9816	Q14146.148	5989	protein_coding	-1.04429604351948	3.79365691427198	104.466593177117	1.79951739826522e-07	3.23477784288808e-05
CCR6	C-C motif chemokine receptor 6	protein_coding	1235	P51684.198	3526	protein_coding	-5.01153363348734	2.61962622261897	104.290634694902	1.81683389616482e-07	3.23477784288808e-05
ATP1B1	ATPase Na+/K+ transporting subunit beta 1	protein_coding	481	A3KLL5.112	12290	protein_coding	-3.36505316630011	3.29931748336648	102.797993737163	1.97175654264628e-07	3.45898291135699e-05
AGTRAP	angiotensin II receptor associated protein	protein_coding	57085	Q6RW13.150	2435	protein_coding	-1.86764198986336	4.37600776061355	101.932051706657	2.06863343585554e-07	3.57291367636307e-05
GRAP2	GRB2 related adaptor protein 2	protein_coding	9402	Q6FI14.142	6188	protein_coding	-1.26008067744095	7.25975954528385	101.33231983599	2.1389638255277e-07	3.57291367636307e-05
RENBP	renin binding protein	protein_coding	5973	P51606.173	2047	protein_coding	1.11080627038612	3.27382681252363	101.235873409871	2.15053079673918e-07	3.57291367636307e-05
CDKN1A	cyclin dependent kinase inhibitor 1A	protein_coding	1026	NA	2996	protein_coding	-3.4400163302293	4.45916852994234	101.186273964653	2.15650754210865e-07	3.57291367636307e-05
TESC	tescalcin	protein_coding	54997	Q96BS2.158	1926	protein_coding	-1.24956312928109	3.8775109152557	100.681129931458	2.21848632566029e-07	3.60141303395931e-05
KAT2B	lysine acetyltransferase 2B	protein_coding	8850	Q92831.219	5211	protein_coding	-1.69858042989095	7.26163202333906	100.097146460077	2.29272689617242e-07	3.60141303395931e-05
CTPS2	CTP synthase 2	protein_coding	56474	A0A024RC00.60	5531	protein_coding	1.25184443523478	3.28673008473633	99.9911640159656	2.3065067245718e-07	3.60141303395931e-05
ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	protein_coding	92092	Q96H79.131	1766	protein_coding	1.68426972559593	2.89586737344662	99.7933828730287	2.33247962895698e-07	3.60141303395931e-05
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	protein_coding	6654	NA	22984	protein_coding	-1.14803066836439	8.79878592300774	99.5123909190967	2.36996476930361e-07	3.60141303395931e-05
S1PR4	sphingosine-1-phosphate receptor 4	protein_coding	8698	NA	1663	protein_coding	1.06596065931217	6.25038624301674	99.4650150253467	2.37635337424109e-07	3.60141303395931e-05
KCNC3	potassium voltage-gated channel subfamily C member 3	protein_coding	3748	E7ETH1.78	6794	protein_coding	3.02688291173396	1.89797482867859	99.4008210363526	2.38504174434391e-07	3.60141303395931e-05
PHLDA3	pleckstrin homology like domain family A member 3	protein_coding	23612	Q9Y5J5.153	3243	protein_coding	-1.95601368341659	2.51824665812007	98.2220607763094	2.55131405632815e-07	3.80432817224232e-05
PLTP	phospholipid transfer protein	protein_coding	5360	P55058.191	2541	protein_coding	3.05113615587136	1.381255510062	97.4652494730613	2.66514716805941e-07	3.85155856577842e-05
HMOX1	heme oxygenase 1	protein_coding	3162	B1AHA8.83	2306	protein_coding	3.13873902283169	5.1098952687921	96.8948858207911	2.75483320404914e-07	3.85155856577842e-05
VWA5A	von Willebrand factor A domain containing 5A	protein_coding	4013	O00534.150	6361	protein_coding	1.31302917028458	3.29743326556326	96.8940574654014	2.75496597660113e-07	3.85155856577842e-05
TEX48	testis expressed 48	protein_coding	100505478	A0A1B0GUM3.10	834	protein_coding	-2.41430832023057	-0.57931306875831	96.7939059753264	2.77107347946364e-07	3.85155856577842e-05
ALMS1	ALMS1 centrosome and basal body associated protein	protein_coding	7840	A0A087WTU9.52	22670	protein_coding	-0.76021090390077	5.0380351244455	96.5699076049576	2.80749594818482e-07	3.85155856577842e-05
LTB	lymphotoxin beta	protein_coding	4050	NA	1535	protein_coding	-1.72180427199489	8.40041765091513	96.5695001221841	2.80756270899203e-07	3.85155856577842e-05
DOCK10	dedicator of cytokinesis 10	protein_coding	55619	Q96BY6.172	11288	protein_coding	-0.816937182322074	8.48307817795592	96.5603333773	2.80906504829399e-07	3.85155856577842e-05
MAGOHB	mago homolog B, exon junction complex subunit	protein_coding	55110	A0A023T6R1.55	4839	protein_coding	-0.910367156529636	3.55533338659533	96.3650810958069	2.84128723102105e-07	3.85155856577842e-05
KIF7	kinesin family member 7	protein_coding	374654	A0A7I2V527.1	5283	protein_coding	1.91360246923918	0.74235322155656	95.7409664624964	2.94719296878717e-07	3.89661358881297e-05
LRRC3	leucine rich repeat containing 3	protein_coding	81543	Q9BY71.150	5845	protein_coding	-2.03503585711606	0.942153299370939	95.6507637807083	2.96287463666896e-07	3.89661358881297e-05
CCL5	C-C motif chemokine ligand 5	protein_coding	6352	D0EI67.102	1499	protein_coding	1.29897820136829	12.0020693445376	95.5955604076547	2.97251937783536e-07	3.89661358881297e-05
BIN1	bridging integrator 1	protein_coding	274	A0A024RAG9.50	6862	protein_coding	0.884551685353585	6.61850811756366	94.8909160593927	3.09888105149756e-07	4.01810348514288e-05
NR5A2	nuclear receptor subfamily 5 group A member 2	protein_coding	2494	O00482.206	7543	protein_coding	3.59189405717133	2.96859612809501	94.5991490180169	3.15301696397326e-07	4.04433756593946e-05
GSTK1	glutathione S-transferase kappa 1	protein_coding	373156	C9JNT3.70	4214	protein_coding	0.813658990716776	8.49457621339629	94.2166252839328	3.22566067101277e-07	4.05745698273632e-05
TSC22D3	TSC22 domain family member 3	protein_coding	1831	Q5JRJ2.106	4957	protein_coding	1.84843615758122	7.9522500108663	94.1874944562863	3.23127180283302e-07	4.05745698273632e-05
RTN4RL1	reticulon 4 receptor like 1	protein_coding	146760	Q86UN2.140	3614	protein_coding	-3.66475114369098	1.49858165953071	93.730667399714	3.32076125173409e-07	4.08967709744104e-05
TMEM44	transmembrane protein 44	protein_coding	93109	Q2T9K0.107	4561	protein_coding	1.47061206843216	3.14124015261046	93.7068847782884	3.32549818469093e-07	4.08967709744104e-05
ARMC9	armadillo repeat containing 9	protein_coding	80210	A0A2Q3DP09.17	23371	protein_coding	1.88713923324176	1.54346057205525	92.9540041582233	3.47958016890472e-07	4.23550120763922e-05
TMCC2	transmembrane and coiled-coil domain family 2	protein_coding	9911	O75069.150	5822	protein_coding	2.04464310593202	2.47762631322359	92.7362091269966	3.5256848833201e-07	4.24827221950763e-05
HECTD2	HECT domain E3 ubiquitin protein ligase 2	protein_coding	143279	A0A0J9YVV1.28	11550	protein_coding	2.2037301027178	1.34442575809226	91.8761023667735	3.71481063386478e-07	4.39545068720529e-05
CD79B	CD79b molecule	protein_coding	974	P40259.193	2062	protein_coding	1.26770552760588	4.16297203389071	91.8403515693558	3.72292265859573e-07	4.39545068720529e-05
ITGAX	integrin subunit alpha X	protein_coding	3687	NA	7076	protein_coding	3.03822479700024	6.97713490689712	91.685181705201	3.75837010725911e-07	4.39545068720529e-05
SMOX	spermine oxidase	protein_coding	54498	NA	2946	protein_coding	2.69558365180072	3.90218555719764	91.3443746058536	3.83760646950534e-07	4.44454442473099e-05
METTL7A	methyltransferase like 7A	protein_coding	25840	A0A024R118.44	4076	protein_coding	1.55338765258289	5.47929653582677	91.093303672486	3.89721861779642e-07	4.47018470112437e-05
ADO	2-aminoethanethiol dioxygenase	protein_coding	84890	Q96SZ5.146	3760	protein_coding	-0.988938810852805	4.90629484619695	90.8292286722244	3.96107911898212e-07	4.50016312479407e-05
EVA1B	eva-1 homolog B	protein_coding	55194	NA	1242	protein_coding	1.80893612033134	2.86014968003942	90.2397391172303	4.10805760646035e-07	4.62311501768543e-05
PLXNA1	plexin A1	protein_coding	5361	NA	11235	protein_coding	-3.2708956094357	4.15859688564385	89.4746099459442	4.3083524145051e-07	4.80320896753564e-05
ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1	protein_coding	57535	E9PMS2.51	9194	protein_coding	2.91799206790473	6.21508500025582	89.040714037923	4.42695674843089e-07	4.88973769000298e-05
ATL3	atlastin GTPase 3	protein_coding	25923	Q6DD88.138	7600	protein_coding	-0.731643155150503	5.4463170516784	88.7827963209271	4.49924939838335e-07	4.9239950525977e-05
GCHFR	GTP cyclohydrolase I feedback regulator	protein_coding	2644	P30047.153	1481	protein_coding	1.18056648659668	3.66280726722808	87.8221565594609	4.78081424856705e-07	5.06340190169389e-05
POLH	DNA polymerase eta	protein_coding	5429	A0A024RD62.56	8368	protein_coding	-0.699007091730987	6.04187688514344	87.8106440450356	4.78431029121239e-07	5.06340190169389e-05
KCNQ1	potassium voltage-gated channel subfamily Q member 1	protein_coding	3784	E9PPZ0.60	4420	protein_coding	-1.68218952454863	2.46655110624677	87.768577033027	4.79711012486007e-07	5.06340190169389e-05
RAB13	RAB13, member RAS oncogene family	protein_coding	5872	A0A087WWB9.57	2751	protein_coding	3.00556216542827	1.27214897775896	87.6164728025896	4.84372346208085e-07	5.06340190169389e-05
DPEP2	dipeptidase 2	protein_coding	64174	Q9H4A9.151	3498	protein_coding	1.51475922707076	6.00982193409513	87.5865659250357	4.85295023284556e-07	5.06340190169389e-05
GOLGA8Q	golgin A8 family member Q	protein_coding	728047	H3BV12.49	5348	protein_coding	-2.251081430734	1.97012188861478	87.4618008225515	4.89166265388281e-07	5.06340190169389e-05
SMIM24	small integral membrane protein 24	protein_coding	284422	O75264.109	1481	protein_coding	3.72407315428949	2.06306378819931	87.3592384517888	4.9237540497652e-07	5.06340190169389e-05
FARSB	phenylalanyl-tRNA synthetase subunit beta	protein_coding	10056	Q9NSD9.191	6761	protein_coding	-0.963345284900535	5.08459413490899	84.7359151402834	5.83381075170739e-07	5.94799388522371e-05
TNF	tumor necrosis factor	protein_coding	7124	Q5STB3.156	1678	protein_coding	-2.3363529855526	4.63221348662388	84.3899437229419	5.96782059518162e-07	6.03306202372217e-05
STAT5B	signal transducer and activator of transcription 5B	protein_coding	6777	P51692.210	6438	protein_coding	0.611149796568508	8.17474574510773	84.1016503644869	6.08221856878773e-07	6.09704078210663e-05
NT5E	5'-nucleotidase ecto	protein_coding	4907	P21589.214	4533	protein_coding	3.40985365337549	5.6174949477271	83.8538362530589	6.18258816154854e-07	6.09842601314516e-05
SPATA5	spermatogenesis associated 5	protein_coding	166378	A0A6Q8PGU6.3	9313	protein_coding	-1.15834885524565	3.14318407630501	83.8458712882818	6.18584581767596e-07	6.09842601314516e-05
HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	protein_coding	3155	P35914.197	5628	protein_coding	0.668857727239906	4.93112042669263	83.0997264918591	6.50002942618023e-07	6.35564352663148e-05
LITAF	lipopolysaccharide induced TNF factor	protein_coding	9516	Q99732.185	5058	protein_coding	1.14997095643348	7.99059865827863	82.9621195969727	6.55997143172694e-07	6.36210562675372e-05
DERL3	derlin 3	protein_coding	91319	NA	3796	protein_coding	-1.95977898075564	1.9248379081712	81.3792093894714	7.29764382949569e-07	6.97416510675627e-05
C1QTNF6	C1q and TNF related 6	protein_coding	114904	A0A024R1J0.45	7144	protein_coding	1.22211053865049	5.31358039560843	81.3583362485026	7.30799428572834e-07	6.97416510675627e-05
SYNGAP1	synaptic Ras GTPase activating protein 1	protein_coding	8831	NA	8277	protein_coding	0.835434982060985	6.63429318092302	81.2006884452549	7.38671946336572e-07	6.98961495487456e-05
ST7	suppression of tumorigenicity 7	protein_coding	93655	E9PCV1.61	6526	protein_coding	1.29291224996384	3.56252436917571	81.0923893850558	7.44137060331184e-07	6.98961495487456e-05
NOM1	nucleolar protein with MIF4G domain 1	protein_coding	64434	Q5C9Z4.129	7793	protein_coding	-0.743083661737634	4.7795173656212	80.8596339774269	7.56041938308655e-07	7.04595647037809e-05
TANK	TRAF family member associated NFKB activator	protein_coding	10010	Q92844.200	5586	protein_coding	-0.536824168402384	6.61523188629204	80.0700052282418	7.98105794368275e-07	7.30511928054461e-05
APOO	apolipoprotein O	protein_coding	79135	A0A0J9YXT7.22	2357	protein_coding	-1.05624269259755	2.36827890485594	79.9598534048076	8.04186549102652e-07	7.30511928054461e-05
SLK	STE20 like kinase	protein_coding	9748	Q9H2G2.184	8107	protein_coding	-0.803173987543298	6.27260266599719	79.9052717852306	8.07219517389106e-07	7.30511928054461e-05
MMP25	matrix metallopeptidase 25	protein_coding	64386	O43923.145	4745	protein_coding	-1.53094605368406	5.517594730367	79.7983879573695	8.1319726040136e-07	7.30511928054461e-05
PDE7B	phosphodiesterase 7B	protein_coding	27115	Q9NP56.168	5941	protein_coding	2.15574768915655	4.44578365987711	79.7757544546583	8.1446966578291e-07	7.30511928054461e-05
CDKN2A	cyclin dependent kinase inhibitor 2A	protein_coding	1029	K7PML8.59	3885	protein_coding	-1.80336360523027	4.18978497163757	79.4238679912741	8.34551695260867e-07	7.42937848713947e-05
GOLGA8N	golgin A8 family member N	protein_coding	643699	NA	7602	protein_coding	-2.22402998616317	1.71696467054179	79.2433685147099	8.45075025444335e-07	7.46733331742628e-05
BCL2L2	BCL2 like 2	protein_coding	599	G3V3B7.61	4840	protein_coding	1.39654621445319	2.79209947677034	78.0921982408843	9.15924077941008e-07	8.03386641599874e-05
LST1	leukocyte specific transcript 1	protein_coding	7940	O00453.166	2281	protein_coding	-1.02158790595481	4.64501921114529	77.6000704489612	9.48296154963625e-07	8.2570984179278e-05
FLT3LG	fms related receptor tyrosine kinase 3 ligand	protein_coding	2323	M0R2K0.46	2846	protein_coding	-1.04971378599326	5.61946366090622	77.3106018738622	9.67956009618061e-07	8.36720814401004e-05
STON1-GTF2A1L	STON1-GTF2A1L readthrough	protein_coding	286749	Q53S48.139	4294	protein_coding	2.55244909278106	1.86616426892689	76.1018958065999	1.05531842253433e-06	9.05675788662733e-05
CABLES1	Cdk5 and Abl enzyme substrate 1	protein_coding	91768	Q8TDN4.167	6874	protein_coding	2.0190544015867	3.2667421625167	75.8020786710017	1.0783813358527e-06	9.1389422079897e-05
GOLGA7B	golgin A7 family member B	protein_coding	401647	Q2TAP0.112	6854	protein_coding	-2.74895222400406	1.99847440970072	75.7785349230274	1.08021699331591e-06	9.1389422079897e-05
MEGF8	multiple EGF like domains 8	protein_coding	1954	Q7Z7M0.173	11372	protein_coding	1.10306890525497	4.56103743607711	75.4582453483007	1.10555243124834e-06	9.20918708636871e-05
C20orf96	chromosome 20 open reading frame 96	protein_coding	140680	Q5JYC3.85	1730	protein_coding	1.36345616581771	2.37802895479996	75.4488364923496	1.10630703139177e-06	9.20918708636871e-05
EXOC6B	exocyst complex component 6B	protein_coding	23233	Q9Y2D4.144	10197	protein_coding	-1.14817485114139	3.35648647149895	75.2814872764031	1.11982882177822e-06	9.20918708636871e-05
SNED1	sushi, nidogen and EGF like domains 1	protein_coding	25992	Q8TER0.148	13812	protein_coding	3.67608241964505	3.72132180291174	75.2314064129101	1.12391250368329e-06	9.20918708636871e-05
GYG1	glycogenin 1	protein_coding	2992	G5E9W8.79	7551	protein_coding	-0.902213850536777	6.09074655856546	75.1922197424891	1.12711988817992e-06	9.20918708636871e-05
SH3BGRL2	SH3 domain binding glutamate rich protein like 2	protein_coding	83699	Q9UJC5.157	4603	protein_coding	2.67273186000988	-0.221088500083665	75.0758464606775	1.1367075985388e-06	9.22434349861859e-05
COL6A1	collagen type VI alpha 1 chain	protein_coding	1291	A0A384P5H7.16	5536	protein_coding	2.64579421284438	4.04591746454301	74.4633057405799	1.18875815585296e-06	9.5815513791689e-05
NUDT15	nudix hydrolase 15	protein_coding	55270	Q9NV35.150	1938	protein_coding	-1.60783716741812	3.07362233398795	74.0100469872408	1.22905501870311e-06	9.83986397188547e-05
MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1	protein_coding	9223	Q96QZ7.193	11733	protein_coding	2.41379193764594	1.27402411992602	73.8279903651357	1.24568465691645e-06	9.84170292772422e-05
